Mode,Backend,M,N,k,MPI_Ranks,GridRows,GridCols,OMP_Threads,CUDA_Arch,Run,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
Opt_Hybrid,OMP,2000,4000,8,8,0,0,5,,3,0.002905,0.000000,0.00e+00,44.0691,0.0000
Opt_Grid1x8,OMP,2000,4000,8,8,1,8,1,,1,0.007866,0.028791,3.40e-06,16.2725,3.6602
Opt_Grid1x8,OMP,2000,4000,8,8,1,8,1,,2,0.007939,0.000000,0.00e+00,16.1232,0.0000
Opt_Grid1x8,OMP,2000,4000,8,8,1,8,1,,3,0.008861,0.000000,0.00e+00,14.4456,0.0000
Opt_Grid8x1,OMP,2000,4000,8,8,8,1,1,,1,0.007596,0.028422,0.00e+00,16.8500,3.7416
Opt_Grid8x1,OMP,2000,4000,8,8,8,1,1,,2,0.007521,0.000000,0.00e+00,17.0198,0.0000
Opt_Grid8x1,OMP,2000,4000,8,8,8,1,1,,3,0.007321,0.000000,0.00e+00,17.4832,0.0000
Opt_Grid2x4,OMP,2000,4000,8,8,2,4,1,,1,0.007997,0.028927,3.61e-06,16.0064,3.6173
Opt_Grid2x4,OMP,2000,4000,8,8,2,4,1,,2,0.008801,0.000000,0.00e+00,14.5432,0.0000
Opt_Grid2x4,OMP,2000,4000,8,8,2,4,1,,3,0.007714,0.000000,0.00e+00,16.5927,0.0000
Serial,OMP,2000,4000,20,1,0,0,1,,1,0.029622,0.039703,0.00e+00,10.8028,1.3403
Serial,OMP,2000,4000,20,1,0,0,1,,2,0.029731,0.000000,0.00e+00,10.7630,0.0000
Serial,OMP,2000,4000,20,1,0,0,1,,3,0.029802,0.000000,0.00e+00,10.7376,0.0000
Naive_SMP,OMP,2000,4000,20,1,0,0,40,,1,0.040218,0.039058,0.00e+00,7.9566,0.9711
Naive_SMP,OMP,2000,4000,20,1,0,0,40,,2,0.040302,0.000000,0.00e+00,7.9400,0.0000
Naive_SMP,OMP,2000,4000,20,1,0,0,40,,3,0.040191,0.000000,0.00e+00,7.9619,0.0000
Naive_Hybrid,OMP,2000,4000,20,2,0,0,20,,1,0.018116,0.039883,0.00e+00,17.6641,2.2015
Naive_Hybrid,OMP,2000,4000,20,2,0,0,20,,2,0.019209,0.000000,0.00e+00,16.6587,0.0000
Naive_Hybrid,OMP,2000,4000,20,2,0,0,20,,3,0.009484,0.000000,0.00e+00,33.7425,0.0000
Opt_SMP,OMP,2000,4000,20,1,0,0,40,,1,0.024220,0.038227,0.00e+00,13.2125,1.5784
Opt_SMP,OMP,2000,4000,20,1,0,0,40,,2,0.024226,0.000000,0.00e+00,13.2089,0.0000
Opt_SMP,OMP,2000,4000,20,1,0,0,40,,3,0.024220,0.000000,0.00e+00,13.2120,0.0000
Opt_Hybrid,OMP,2000,4000,20,2,0,0,20,,1,0.009810,0.039677,0.00e+00,32.6197,4.0445
Opt_Hybrid,OMP,2000,4000,20,2,0,0,20,,2,0.018552,0.000000,0.00e+00,17.2488,0.0000
Opt_Hybrid,OMP,2000,4000,20,2,0,0,20,,3,0.009758,0.000000,0.00e+00,32.7938,0.0000
Opt_Hybrid,OMP,2000,4000,20,4,0,0,10,,1,0.001609,0.039826,2.61e-06,198.9368,24.7592
Opt_Hybrid,OMP,2000,4000,20,4,0,0,10,,2,0.001613,0.000000,0.00e+00,198.4427,0.0000
Opt_Hybrid,OMP,2000,4000,20,4,0,0,10,,3,0.001734,0.000000,0.00e+00,184.5034,0.0000
Opt_Hybrid,OMP,2000,4000,20,8,0,0,5,,1,0.004987,0.041311,2.61e-06,64.1648,8.2835
Opt_Hybrid,OMP,2000,4000,20,8,0,0,5,,2,0.003238,0.000000,0.00e+00,98.8252,0.0000
Opt_Hybrid,OMP,2000,4000,20,8,0,0,5,,3,0.003162,0.000000,0.00e+00,101.1878,0.0000
Opt_Grid1x8,OMP,2000,4000,20,8,1,8,1,,1,0.012258,0.040552,2.64e-06,26.1048,3.3081
Opt_Grid1x8,OMP,2000,4000,20,8,1,8,1,,2,0.012123,0.000000,0.00e+00,26.3956,0.0000
Opt_Grid1x8,OMP,2000,4000,20,8,1,8,1,,3,0.012669,0.000000,0.00e+00,25.2591,0.0000
Opt_Grid8x1,OMP,2000,4000,20,8,8,1,1,,1,0.012430,0.041821,0.00e+00,25.7447,3.3646
Opt_Grid8x1,OMP,2000,4000,20,8,8,1,1,,2,0.011774,0.000000,0.00e+00,27.1779,0.0000
Opt_Grid8x1,OMP,2000,4000,20,8,8,1,1,,3,0.012371,0.000000,0.00e+00,25.8673,0.0000
Opt_Grid2x4,OMP,2000,4000,20,8,2,4,1,,1,0.012956,0.040803,2.42e-06,24.6999,3.1494
Opt_Grid2x4,OMP,2000,4000,20,8,2,4,1,,2,0.013920,0.000000,0.00e+00,22.9881,0.0000
Opt_Grid2x4,OMP,2000,4000,20,8,2,4,1,,3,0.012066,0.000000,0.00e+00,26.5217,0.0000
Serial,OMP,2000,4000,32,1,0,0,1,,1,0.039659,0.056752,0.00e+00,12.9102,1.4310
Serial,OMP,2000,4000,32,1,0,0,1,,2,0.040535,0.000000,0.00e+00,12.6310,0.0000
Serial,OMP,2000,4000,32,1,0,0,1,,3,0.040417,0.000000,0.00e+00,12.6681,0.0000
Naive_SMP,OMP,2000,4000,32,1,0,0,40,,1,0.056624,0.057559,0.00e+00,9.0421,1.0165
Naive_SMP,OMP,2000,4000,32,1,0,0,40,,2,0.056754,0.000000,0.00e+00,9.0214,0.0000
Naive_SMP,OMP,2000,4000,32,1,0,0,40,,3,0.056577,0.000000,0.00e+00,9.0496,0.0000
Naive_Hybrid,OMP,2000,4000,32,2,0,0,20,,1,0.019715,0.058192,0.00e+00,25.9696,2.9516
Naive_Hybrid,OMP,2000,4000,32,2,0,0,20,,2,0.020776,0.000000,0.00e+00,24.6443,0.0000
Naive_Hybrid,OMP,2000,4000,32,2,0,0,20,,3,0.015815,0.000000,0.00e+00,32.3740,0.0000
Opt_SMP,OMP,2000,4000,32,1,0,0,40,,1,0.034016,0.056872,0.00e+00,15.0517,1.6719
Opt_SMP,OMP,2000,4000,32,1,0,0,40,,2,0.033758,0.000000,0.00e+00,15.1669,0.0000
Opt_SMP,OMP,2000,4000,32,1,0,0,40,,3,0.034115,0.000000,0.00e+00,15.0081,0.0000
Opt_Hybrid,OMP,2000,4000,32,2,0,0,20,,1,0.019316,0.054892,0.00e+00,26.5064,2.8418
Opt_Hybrid,OMP,2000,4000,32,2,0,0,20,,2,0.017838,0.000000,0.00e+00,28.7035,0.0000
Opt_Hybrid,OMP,2000,4000,32,2,0,0,20,,3,0.018345,0.000000,0.00e+00,27.9100,0.0000
Opt_Hybrid,OMP,2000,4000,32,4,0,0,10,,1,0.002418,0.058299,2.82e-06,211.7487,24.1107
Opt_Hybrid,OMP,2000,4000,32,4,0,0,10,,2,0.002308,0.000000,0.00e+00,221.8310,0.0000
Opt_Hybrid,OMP,2000,4000,32,4,0,0,10,,3,0.002309,0.000000,0.00e+00,221.7213,0.0000
Opt_Hybrid,OMP,2000,4000,32,8,0,0,5,,1,0.009665,0.057367,2.82e-06,52.9755,5.9357
Opt_Hybrid,OMP,2000,4000,32,8,0,0,5,,2,0.009100,0.000000,0.00e+00,56.2663,0.0000
Opt_Hybrid,OMP,2000,4000,32,8,0,0,5,,3,0.005021,0.000000,0.00e+00,101.9788,0.0000
Opt_Grid1x8,OMP,2000,4000,32,8,1,8,1,,1,0.017895,0.058209,2.63e-06,28.6106,3.2527
Opt_Grid1x8,OMP,2000,4000,32,8,1,8,1,,2,0.017970,0.000000,0.00e+00,28.4924,0.0000
Opt_Grid1x8,OMP,2000,4000,32,8,1,8,1,,3,0.017124,0.000000,0.00e+00,29.8988,0.0000
Opt_Grid8x1,OMP,2000,4000,32,8,8,1,1,,1,0.018712,0.056798,0.00e+00,27.3616,3.0353
Opt_Grid8x1,OMP,2000,4000,32,8,8,1,1,,2,0.019295,0.000000,0.00e+00,26.5350,0.0000
Opt_Grid8x1,OMP,2000,4000,32,8,8,1,1,,3,0.018673,0.000000,0.00e+00,27.4199,0.0000
Opt_Grid2x4,OMP,2000,4000,32,8,2,4,1,,1,0.017445,0.056766,2.69e-06,29.3495,3.2540
Opt_Grid2x4,OMP,2000,4000,32,8,2,4,1,,2,0.017347,0.000000,0.00e+00,29.5160,0.0000
Opt_Grid2x4,OMP,2000,4000,32,8,2,4,1,,3,0.016961,0.000000,0.00e+00,30.1877,0.0000
Serial,OMP,4000,2000,3,1,0,0,1,,1,0.017947,0.026288,0.00e+00,2.6746,1.4648
Serial,OMP,4000,2000,3,1,0,0,1,,2,0.017928,0.000000,0.00e+00,2.6774,0.0000
Serial,OMP,4000,2000,3,1,0,0,1,,3,0.017948,0.000000,0.00e+00,2.6744,0.0000
Naive_SMP,OMP,4000,2000,3,1,0,0,40,,1,0.026386,0.026365,0.00e+00,1.8191,0.9992
Naive_SMP,OMP,4000,2000,3,1,0,0,40,,2,0.026419,0.000000,0.00e+00,1.8169,0.0000
Naive_SMP,OMP,4000,2000,3,1,0,0,40,,3,0.026413,0.000000,0.00e+00,1.8173,0.0000
Naive_Hybrid,OMP,4000,2000,3,2,0,0,20,,1,0.017423,0.026935,0.00e+00,2.7549,1.5459
Naive_Hybrid,OMP,4000,2000,3,2,0,0,20,,2,0.005328,0.000000,0.00e+00,9.0087,0.0000
Naive_Hybrid,OMP,4000,2000,3,2,0,0,20,,3,0.018189,0.000000,0.00e+00,2.6390,0.0000
Opt_SMP,OMP,4000,2000,3,1,0,0,40,,1,0.018080,0.026264,0.00e+00,2.6549,1.4526
Opt_SMP,OMP,4000,2000,3,1,0,0,40,,2,0.018174,0.000000,0.00e+00,2.6411,0.0000
Opt_SMP,OMP,4000,2000,3,1,0,0,40,,3,0.018115,0.000000,0.00e+00,2.6497,0.0000
Opt_Hybrid,OMP,4000,2000,3,2,0,0,20,,1,0.004033,0.026830,0.00e+00,11.9023,6.6529
Opt_Hybrid,OMP,4000,2000,3,2,0,0,20,,2,0.002852,0.000000,0.00e+00,16.8285,0.0000
Opt_Hybrid,OMP,4000,2000,3,2,0,0,20,,3,0.014188,0.000000,0.00e+00,3.3831,0.0000
Opt_Hybrid,OMP,4000,2000,3,4,0,0,10,,1,0.001249,0.027063,2.36e-06,38.4168,21.6597
Opt_Hybrid,OMP,4000,2000,3,4,0,0,10,,2,0.001221,0.000000,0.00e+00,39.3049,0.0000
Opt_Hybrid,OMP,4000,2000,3,4,0,0,10,,3,0.001228,0.000000,0.00e+00,39.0765,0.0000
Opt_Hybrid,OMP,4000,2000,3,8,0,0,5,,1,0.003432,0.028412,2.36e-06,13.9876,8.2795
Opt_Hybrid,OMP,4000,2000,3,8,0,0,5,,2,0.002891,0.000000,0.00e+00,16.6013,0.0000
Opt_Hybrid,OMP,4000,2000,3,8,0,0,5,,3,0.006526,0.000000,0.00e+00,7.3554,0.0000
Opt_Grid1x8,OMP,4000,2000,3,8,1,8,1,,1,0.010516,0.028017,2.72e-06,4.5644,2.6642
Opt_Grid1x8,OMP,4000,2000,3,8,1,8,1,,2,0.010562,0.000000,0.00e+00,4.5447,0.0000
Opt_Grid1x8,OMP,4000,2000,3,8,1,8,1,,3,0.009355,0.000000,0.00e+00,5.1309,0.0000
Opt_Grid8x1,OMP,4000,2000,3,8,8,1,1,,1,0.009886,0.028606,0.00e+00,4.8553,2.8936
Opt_Grid8x1,OMP,4000,2000,3,8,8,1,1,,2,0.008958,0.000000,0.00e+00,5.3581,0.0000
Opt_Grid8x1,OMP,4000,2000,3,8,8,1,1,,3,0.009969,0.000000,0.00e+00,4.8152,0.0000
Opt_Grid2x4,OMP,4000,2000,3,8,2,4,1,,1,0.009865,0.027886,3.11e-06,4.8657,2.8268
Opt_Grid2x4,OMP,4000,2000,3,8,2,4,1,,2,0.009155,0.000000,0.00e+00,5.2432,0.0000
Opt_Grid2x4,OMP,4000,2000,3,8,2,4,1,,3,0.009155,0.000000,0.00e+00,5.2430,0.0000
Serial,OMP,4000,2000,6,1,0,0,1,,1,0.019506,0.035549,0.00e+00,4.9214,1.8224
Serial,OMP,4000,2000,6,1,0,0,1,,2,0.019949,0.000000,0.00e+00,4.8123,0.0000
Serial,OMP,4000,2000,6,1,0,0,1,,3,0.019949,0.000000,0.00e+00,4.8122,0.0000
Naive_SMP,OMP,4000,2000,6,1,0,0,40,,1,0.036169,0.036370,0.00e+00,2.6542,1.0056
Naive_SMP,OMP,4000,2000,6,1,0,0,40,,2,0.036247,0.000000,0.00e+00,2.6485,0.0000
Naive_SMP,OMP,4000,2000,6,1,0,0,40,,3,0.036408,0.000000,0.00e+00,2.6368,0.0000
Naive_Hybrid,OMP,4000,2000,6,2,0,0,20,,1,0.012897,0.037030,0.00e+00,7.4434,2.8711
Naive_Hybrid,OMP,4000,2000,6,2,0,0,20,,2,0.012315,0.000000,0.00e+00,7.7956,0.0000
Naive_Hybrid,OMP,4000,2000,6,2,0,0,20,,3,0.016461,0.000000,0.00e+00,5.8318,0.0000
Opt_SMP,OMP,4000,2000,6,1,0,0,40,,1,0.020158,0.036227,0.00e+00,4.7625,1.7972
Opt_SMP,OMP,4000,2000,6,1,0,0,40,,2,0.019985,0.000000,0.00e+00,4.8037,0.0000
Opt_SMP,OMP,4000,2000,6,1,0,0,40,,3,0.019605,0.000000,0.00e+00,4.8967,0.0000
Opt_Hybrid,OMP,4000,2000,6,2,0,0,20,,1,0.002937,0.038025,0.00e+00,32.6900,12.9484
Opt_Hybrid,OMP,4000,2000,6,2,0,0,20,,2,0.005970,0.000000,0.00e+00,16.0813,0.0000
Opt_Hybrid,OMP,4000,2000,6,2,0,0,20,,3,0.005142,0.000000,0.00e+00,18.6690,0.0000
Opt_Hybrid,OMP,4000,2000,6,4,0,0,10,,1,0.001167,0.036361,2.37e-06,82.2868,31.1670
Opt_Hybrid,OMP,4000,2000,6,4,0,0,10,,2,0.001194,0.000000,0.00e+00,80.4062,0.0000
Opt_Hybrid,OMP,4000,2000,6,4,0,0,10,,3,0.001162,0.000000,0.00e+00,82.6492,0.0000
Opt_Hybrid,OMP,4000,2000,6,8,0,0,5,,1,0.004200,0.037675,2.37e-06,22.8561,8.9699
Opt_Hybrid,OMP,4000,2000,6,8,0,0,5,,2,0.003604,0.000000,0.00e+00,26.6396,0.0000
Opt_Hybrid,OMP,4000,2000,6,8,0,0,5,,3,0.004581,0.000000,0.00e+00,20.9583,0.0000
Opt_Grid1x8,OMP,4000,2000,6,8,1,8,1,,1,0.010448,0.038247,1.55e-06,9.1881,3.6606
Opt_Grid1x8,OMP,4000,2000,6,8,1,8,1,,2,0.009977,0.000000,0.00e+00,9.6219,0.0000
Opt_Grid1x8,OMP,4000,2000,6,8,1,8,1,,3,0.010787,0.000000,0.00e+00,8.8996,0.0000
Opt_Grid8x1,OMP,4000,2000,6,8,8,1,1,,1,0.009321,0.037983,0.00e+00,10.2988,4.0748
Opt_Grid8x1,OMP,4000,2000,6,8,8,1,1,,2,0.009974,0.000000,0.00e+00,9.6253,0.0000
Opt_Grid8x1,OMP,4000,2000,6,8,8,1,1,,3,0.009530,0.000000,0.00e+00,10.0734,0.0000
Opt_Grid2x4,OMP,4000,2000,6,8,2,4,1,,1,0.009834,0.037869,1.59e-06,9.7624,3.8510
Opt_Grid2x4,OMP,4000,2000,6,8,2,4,1,,2,0.010377,0.000000,0.00e+00,9.2512,0.0000
Opt_Grid2x4,OMP,4000,2000,6,8,2,4,1,,3,0.009827,0.000000,0.00e+00,9.7695,0.0000
Serial,OMP,4000,2000,8,1,0,0,1,,1,0.017706,0.026758,0.00e+00,7.2293,1.5113
Serial,OMP,4000,2000,8,1,0,0,1,,2,0.017700,0.000000,0.00e+00,7.2315,0.0000
Serial,OMP,4000,2000,8,1,0,0,1,,3,0.017970,0.000000,0.00e+00,7.1229,0.0000
Naive_SMP,OMP,4000,2000,8,1,0,0,40,,1,0.023435,0.027432,0.00e+00,5.4619,1.1705
Naive_SMP,OMP,4000,2000,8,1,0,0,40,,2,0.023022,0.000000,0.00e+00,5.5599,0.0000
Naive_SMP,OMP,4000,2000,8,1,0,0,40,,3,0.023142,0.000000,0.00e+00,5.5311,0.0000
Naive_Hybrid,OMP,4000,2000,8,2,0,0,20,,1,0.015791,0.027338,0.00e+00,8.1060,1.7313
Naive_Hybrid,OMP,4000,2000,8,2,0,0,20,,2,0.002357,0.000000,0.00e+00,54.3136,0.0000
Naive_Hybrid,OMP,4000,2000,8,2,0,0,20,,3,0.004912,0.000000,0.00e+00,26.0597,0.0000
Opt_SMP,OMP,4000,2000,8,1,0,0,40,,1,0.015027,0.026804,0.00e+00,8.5180,1.7837
Opt_SMP,OMP,4000,2000,8,1,0,0,40,,2,0.015038,0.000000,0.00e+00,8.5118,0.0000
Opt_SMP,OMP,4000,2000,8,1,0,0,40,,3,0.015059,0.000000,0.00e+00,8.4997,0.0000
Opt_Hybrid,OMP,4000,2000,8,2,0,0,20,,1,0.008265,0.027385,0.00e+00,15.4875,3.3134
Opt_Hybrid,OMP,4000,2000,8,2,0,0,20,,2,0.003252,0.000000,0.00e+00,39.3619,0.0000
Opt_Hybrid,OMP,4000,2000,8,2,0,0,20,,3,0.011284,0.000000,0.00e+00,11.3431,0.0000
Opt_Hybrid,OMP,4000,2000,8,4,0,0,10,,1,0.000978,0.027269,1.15e-06,130.8142,27.8684
Opt_Hybrid,OMP,4000,2000,8,4,0,0,10,,2,0.000979,0.000000,0.00e+00,130.7053,0.0000
Opt_Hybrid,OMP,4000,2000,8,4,0,0,10,,3,0.001034,0.000000,0.00e+00,123.7553,0.0000
Opt_Hybrid,OMP,4000,2000,8,8,0,0,5,,1,0.002766,0.028079,1.15e-06,46.2707,10.1502
Opt_Hybrid,OMP,4000,2000,8,8,0,0,5,,2,0.002500,0.000000,0.00e+00,51.1987,0.0000
Opt_Hybrid,OMP,4000,2000,8,8,0,0,5,,3,0.002637,0.000000,0.00e+00,48.5313,0.0000
Opt_Grid1x8,OMP,4000,2000,8,8,1,8,1,,1,0.008165,0.028444,1.08e-06,15.6772,3.4838
Opt_Grid1x8,OMP,4000,2000,8,8,1,8,1,,2,0.007836,0.000000,0.00e+00,16.3343,0.0000
Opt_Grid1x8,OMP,4000,2000,8,8,1,8,1,,3,0.007759,0.000000,0.00e+00,16.4965,0.0000
Opt_Grid8x1,OMP,4000,2000,8,8,8,1,1,,1,0.008589,0.028469,0.00e+00,14.9021,3.3145
Opt_Grid8x1,OMP,4000,2000,8,8,8,1,1,,2,0.007849,0.000000,0.00e+00,16.3085,0.0000
Opt_Grid8x1,OMP,4000,2000,8,8,8,1,1,,3,0.007565,0.000000,0.00e+00,16.9205,0.0000
Opt_Grid2x4,OMP,4000,2000,8,8,2,4,1,,1,0.007604,0.028084,1.18e-06,16.8341,3.6935
Opt_Grid2x4,OMP,4000,2000,8,8,2,4,1,,2,0.007640,0.000000,0.00e+00,16.7546,0.0000
Opt_Grid2x4,OMP,4000,2000,8,8,2,4,1,,3,0.009147,0.000000,0.00e+00,13.9931,0.0000
Serial,OMP,4000,2000,20,1,0,0,1,,1,0.029279,0.038683,0.00e+00,10.9293,1.3212
Serial,OMP,4000,2000,20,1,0,0,1,,2,0.029291,0.000000,0.00e+00,10.9249,0.0000
Serial,OMP,4000,2000,20,1,0,0,1,,3,0.029509,0.000000,0.00e+00,10.8442,0.0000
Naive_SMP,OMP,4000,2000,20,1,0,0,40,,1,0.040311,0.041817,0.00e+00,7.9382,1.0373
Naive_SMP,OMP,4000,2000,20,1,0,0,40,,2,0.040473,0.000000,0.00e+00,7.9065,0.0000
Naive_SMP,OMP,4000,2000,20,1,0,0,40,,3,0.040362,0.000000,0.00e+00,7.9283,0.0000
Naive_Hybrid,OMP,4000,2000,20,2,0,0,20,,1,0.014892,0.039190,0.00e+00,21.4879,2.6316
Naive_Hybrid,OMP,4000,2000,20,2,0,0,20,,2,0.009975,0.000000,0.00e+00,32.0805,0.0000
Naive_Hybrid,OMP,4000,2000,20,2,0,0,20,,3,0.017051,0.000000,0.00e+00,18.7671,0.0000
Opt_SMP,OMP,4000,2000,20,1,0,0,40,,1,0.024370,0.038072,0.00e+00,13.1306,1.5622
Opt_SMP,OMP,4000,2000,20,1,0,0,40,,2,0.024296,0.000000,0.00e+00,13.1711,0.0000
Opt_SMP,OMP,4000,2000,20,1,0,0,40,,3,0.024375,0.000000,0.00e+00,13.1285,0.0000
Opt_Hybrid,OMP,4000,2000,20,2,0,0,20,,1,0.005161,0.039807,0.00e+00,62.0038,7.7130
Opt_Hybrid,OMP,4000,2000,20,2,0,0,20,,2,0.010883,0.000000,0.00e+00,29.4045,0.0000
Opt_Hybrid,OMP,4000,2000,20,2,0,0,20,,3,0.009522,0.000000,0.00e+00,33.6071,0.0000
Opt_Hybrid,OMP,4000,2000,20,4,0,0,10,,1,0.001607,0.040482,1.92e-06,199.1074,25.1885
Opt_Hybrid,OMP,4000,2000,20,4,0,0,10,,2,0.001593,0.000000,0.00e+00,200.8672,0.0000
Opt_Hybrid,OMP,4000,2000,20,4,0,0,10,,3,0.001599,0.000000,0.00e+00,200.0704,0.0000
Opt_Hybrid,OMP,4000,2000,20,8,0,0,5,,1,0.004489,0.040726,1.92e-06,71.2818,9.0719
Opt_Hybrid,OMP,4000,2000,20,8,0,0,5,,2,0.005773,0.000000,0.00e+00,55.4334,0.0000
Opt_Hybrid,OMP,4000,2000,20,8,0,0,5,,3,0.003002,0.000000,0.00e+00,106.5949,0.0000
Opt_Grid1x8,OMP,4000,2000,20,8,1,8,1,,1,0.013004,0.041496,1.49e-06,24.6081,3.1910
Opt_Grid1x8,OMP,4000,2000,20,8,1,8,1,,2,0.011988,0.000000,0.00e+00,26.6941,0.0000
Opt_Grid1x8,OMP,4000,2000,20,8,1,8,1,,3,0.012727,0.000000,0.00e+00,25.1435,0.0000
Opt_Grid8x1,OMP,4000,2000,20,8,8,1,1,,1,0.012714,0.041823,0.00e+00,25.1699,3.2896
Opt_Grid8x1,OMP,4000,2000,20,8,8,1,1,,2,0.011885,0.000000,0.00e+00,26.9248,0.0000
Opt_Grid8x1,OMP,4000,2000,20,8,8,1,1,,3,0.012428,0.000000,0.00e+00,25.7484,0.0000
Opt_Grid2x4,OMP,4000,2000,20,8,2,4,1,,1,0.012816,0.040857,1.86e-06,24.9693,3.1880
Opt_Grid2x4,OMP,4000,2000,20,8,2,4,1,,2,0.012146,0.000000,0.00e+00,26.3451,0.0000
Opt_Grid2x4,OMP,4000,2000,20,8,2,4,1,,3,0.012313,0.000000,0.00e+00,25.9889,0.0000
Serial,OMP,4000,2000,32,1,0,0,1,,1,0.039658,0.057013,0.00e+00,12.9103,1.4376
Serial,OMP,4000,2000,32,1,0,0,1,,2,0.039731,0.000000,0.00e+00,12.8867,0.0000
Serial,OMP,4000,2000,32,1,0,0,1,,3,0.039576,0.000000,0.00e+00,12.9373,0.0000
Naive_SMP,OMP,4000,2000,32,1,0,0,40,,1,0.055400,0.057026,0.00e+00,9.2418,1.0293
Naive_SMP,OMP,4000,2000,32,1,0,0,40,,2,0.055674,0.000000,0.00e+00,9.1963,0.0000
Naive_SMP,OMP,4000,2000,32,1,0,0,40,,3,0.055507,0.000000,0.00e+00,9.2241,0.0000
Naive_Hybrid,OMP,4000,2000,32,2,0,0,20,,1,0.019671,0.055326,0.00e+00,26.0278,2.8125
Naive_Hybrid,OMP,4000,2000,32,2,0,0,20,,2,0.015104,0.000000,0.00e+00,33.8979,0.0000
Naive_Hybrid,OMP,4000,2000,32,2,0,0,20,,3,0.015966,0.000000,0.00e+00,32.0688,0.0000
Opt_SMP,OMP,4000,2000,32,1,0,0,40,,1,0.033986,0.053260,0.00e+00,15.0650,1.5671
Opt_SMP,OMP,4000,2000,32,1,0,0,40,,2,0.034085,0.000000,0.00e+00,15.0212,0.0000
Opt_SMP,OMP,4000,2000,32,1,0,0,40,,3,0.034016,0.000000,0.00e+00,15.0517,0.0000
Opt_Hybrid,OMP,4000,2000,32,2,0,0,20,,1,0.005588,0.054537,0.00e+00,91.6283,9.7600
Opt_Hybrid,OMP,4000,2000,32,2,0,0,20,,2,0.007600,0.000000,0.00e+00,67.3672,0.0000
Opt_Hybrid,OMP,4000,2000,32,2,0,0,20,,3,0.018630,0.000000,0.00e+00,27.4830,0.0000
Opt_Hybrid,OMP,4000,2000,32,4,0,0,10,,1,0.002272,0.055920,1.56e-06,225.3882,24.6167
Opt_Hybrid,OMP,4000,2000,32,4,0,0,10,,2,0.002270,0.000000,0.00e+00,225.5876,0.0000
Opt_Hybrid,OMP,4000,2000,32,4,0,0,10,,3,0.002282,0.000000,0.00e+00,224.3638,0.0000
Opt_Hybrid,OMP,4000,2000,32,8,0,0,5,,1,0.006678,0.062256,1.56e-06,76.6667,9.3222
Opt_Hybrid,OMP,4000,2000,32,8,0,0,5,,2,0.007157,0.000000,0.00e+00,71.5344,0.0000
Opt_Hybrid,OMP,4000,2000,32,8,0,0,5,,3,0.007655,0.000000,0.00e+00,66.8838,0.0000
Opt_Grid1x8,OMP,4000,2000,32,8,1,8,1,,1,0.018555,0.057050,1.45e-06,27.5935,3.0746
Opt_Grid1x8,OMP,4000,2000,32,8,1,8,1,,2,0.017509,0.000000,0.00e+00,29.2421,0.0000
Opt_Grid1x8,OMP,4000,2000,32,8,1,8,1,,3,0.017969,0.000000,0.00e+00,28.4942,0.0000
Opt_Grid8x1,OMP,4000,2000,32,8,8,1,1,,1,0.017639,0.057154,0.00e+00,29.0272,3.2403
Opt_Grid8x1,OMP,4000,2000,32,8,8,1,1,,2,0.017792,0.000000,0.00e+00,28.7772,0.0000
Opt_Grid8x1,OMP,4000,2000,32,8,8,1,1,,3,0.016853,0.000000,0.00e+00,30.3805,0.0000
Opt_Grid2x4,OMP,4000,2000,32,8,2,4,1,,1,0.017811,0.060947,1.48e-06,28.7470,3.4220
Opt_Grid2x4,OMP,4000,2000,32,8,2,4,1,,2,0.016891,0.000000,0.00e+00,30.3118,0.0000
Opt_Grid2x4,OMP,4000,2000,32,8,2,4,1,,3,0.017373,0.000000,0.00e+00,29.4714,0.0000
Serial,OMP,6000,2000,3,1,0,0,1,,1,0.026936,0.039416,0.00e+00,2.6730,1.4633
Serial,OMP,6000,2000,3,1,0,0,1,,2,0.026968,0.000000,0.00e+00,2.6698,0.0000
Serial,OMP,6000,2000,3,1,0,0,1,,3,0.026951,0.000000,0.00e+00,2.6715,0.0000
Naive_SMP,OMP,6000,2000,3,1,0,0,40,,1,0.039465,0.039506,0.00e+00,1.8244,1.0010
Naive_SMP,OMP,6000,2000,3,1,0,0,40,,2,0.039477,0.000000,0.00e+00,1.8238,0.0000
Naive_SMP,OMP,6000,2000,3,1,0,0,40,,3,0.039598,0.000000,0.00e+00,1.8183,0.0000
Naive_Hybrid,OMP,6000,2000,3,2,0,0,20,,1,0.012713,0.040304,0.00e+00,5.6635,3.1703
Naive_Hybrid,OMP,6000,2000,3,2,0,0,20,,2,0.016690,0.000000,0.00e+00,4.3139,0.0000
Naive_Hybrid,OMP,6000,2000,3,2,0,0,20,,3,0.010496,0.000000,0.00e+00,6.8595,0.0000
Opt_SMP,OMP,6000,2000,3,1,0,0,40,,1,0.026881,0.039406,0.00e+00,2.6785,1.4660
Opt_SMP,OMP,6000,2000,3,1,0,0,40,,2,0.026911,0.000000,0.00e+00,2.6755,0.0000
Opt_SMP,OMP,6000,2000,3,1,0,0,40,,3,0.026890,0.000000,0.00e+00,2.6776,0.0000
Opt_Hybrid,OMP,6000,2000,3,2,0,0,20,,1,0.005245,0.040223,0.00e+00,13.7272,7.6687
Opt_Hybrid,OMP,6000,2000,3,2,0,0,20,,2,0.008251,0.000000,0.00e+00,8.7258,0.0000
