Mode,Backend,M,N,k,MPI_Ranks,GridRows,GridCols,OMP_Threads,CUDA_Arch,Run,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
CUDA_Opt2D,CUDA,2000,6000,20,1,1,1,,75,2,0.001002,0.000000,0.00e+00,478.9338,0.0000
CUDA_Opt2D,CUDA,2000,6000,20,1,1,1,,75,3,0.001003,0.000000,0.00e+00,478.3838,0.0000
CUDA_Tiled,CUDA,2000,6000,20,1,1,1,,75,1,0.000906,0.060540,0.00e+00,529.8571,66.8283
CUDA_Tiled,CUDA,2000,6000,20,1,1,1,,75,2,0.000899,0.000000,0.00e+00,534.2097,0.0000
CUDA_Tiled,CUDA,2000,6000,20,1,1,1,,75,3,0.000899,0.000000,0.00e+00,533.8590,0.0000
CUDA_WarpRow,CUDA,2000,6000,20,1,1,1,,75,1,0.000999,0.064052,0.00e+00,480.5901,64.1308
CUDA_WarpRow,CUDA,2000,6000,20,1,1,1,,75,2,0.000992,0.000000,0.00e+00,484.0345,0.0000
CUDA_WarpRow,CUDA,2000,6000,20,1,1,1,,75,3,0.000998,0.000000,0.00e+00,481.2025,0.0000
CUDA_Transposed,CUDA,2000,6000,20,1,1,1,,75,1,0.000693,0.058443,0.00e+00,693.0760,84.3862
CUDA_Transposed,CUDA,2000,6000,20,1,1,1,,75,2,0.000691,0.000000,0.00e+00,694.3167,0.0000
CUDA_Transposed,CUDA,2000,6000,20,1,1,1,,75,3,0.000687,0.000000,0.00e+00,699.1184,0.0000
CUDA_Naive,CUDA,2000,6000,32,1,1,1,,75,1,0.000988,0.086035,0.00e+00,777.2110,87.0667
CUDA_Naive,CUDA,2000,6000,32,1,1,1,,75,2,0.000988,0.000000,0.00e+00,777.2287,0.0000
CUDA_Naive,CUDA,2000,6000,32,1,1,1,,75,3,0.000987,0.000000,0.00e+00,778.1658,0.0000
CUDA_Opt2D,CUDA,2000,6000,32,1,1,1,,75,1,0.000989,0.085465,0.00e+00,776.7485,86.4383
CUDA_Opt2D,CUDA,2000,6000,32,1,1,1,,75,2,0.000988,0.000000,0.00e+00,776.9906,0.0000
CUDA_Opt2D,CUDA,2000,6000,32,1,1,1,,75,3,0.000988,0.000000,0.00e+00,777.4117,0.0000
CUDA_Tiled,CUDA,2000,6000,32,1,1,1,,75,1,0.000907,0.089853,0.00e+00,846.9188,99.0860
CUDA_Tiled,CUDA,2000,6000,32,1,1,1,,75,2,0.000900,0.000000,0.00e+00,853.7838,0.0000
CUDA_Tiled,CUDA,2000,6000,32,1,1,1,,75,3,0.000907,0.000000,0.00e+00,846.5110,0.0000
CUDA_WarpRow,CUDA,2000,6000,32,1,1,1,,75,1,0.000985,0.089666,0.00e+00,779.9191,91.0579
CUDA_WarpRow,CUDA,2000,6000,32,1,1,1,,75,2,0.000985,0.000000,0.00e+00,780.0447,0.0000
CUDA_WarpRow,CUDA,2000,6000,32,1,1,1,,75,3,0.000986,0.000000,0.00e+00,779.2945,0.0000
CUDA_Transposed,CUDA,2000,6000,32,1,1,1,,75,1,0.001137,0.087818,0.00e+00,675.5991,77.2519
CUDA_Transposed,CUDA,2000,6000,32,1,1,1,,75,2,0.001135,0.000000,0.00e+00,676.9275,0.0000
CUDA_Transposed,CUDA,2000,6000,32,1,1,1,,75,3,0.001153,0.000000,0.00e+00,665.9020,0.0000
CUDA_Naive,CUDA,2000,6000,64,1,1,1,,75,1,0.001774,0.173134,1.21e-08,865.8337,97.5948
CUDA_Naive,CUDA,2000,6000,64,1,1,1,,75,2,0.001761,0.000000,0.00e+00,872.4163,0.0000
CUDA_Naive,CUDA,2000,6000,64,1,1,1,,75,3,0.001760,0.000000,0.00e+00,872.7481,0.0000
CUDA_Opt2D,CUDA,2000,6000,64,1,1,1,,75,1,0.001769,0.173462,1.21e-08,868.2481,98.0518
CUDA_Opt2D,CUDA,2000,6000,64,1,1,1,,75,2,0.001774,0.000000,0.00e+00,865.6531,0.0000
CUDA_Opt2D,CUDA,2000,6000,64,1,1,1,,75,3,0.001763,0.000000,0.00e+00,871.4495,0.0000
CUDA_Tiled,CUDA,2000,6000,64,1,1,1,,75,1,0.001344,0.184469,1.21e-08,1142.9065,137.2594
CUDA_Tiled,CUDA,2000,6000,64,1,1,1,,75,2,0.001357,0.000000,0.00e+00,1131.8977,0.0000
CUDA_Tiled,CUDA,2000,6000,64,1,1,1,,75,3,0.001357,0.000000,0.00e+00,1132.0986,0.0000
CUDA_WarpRow,CUDA,2000,6000,64,1,1,1,,75,1,0.001939,0.181057,1.21e-08,791.9838,93.3558
CUDA_WarpRow,CUDA,2000,6000,64,1,1,1,,75,2,0.001946,0.000000,0.00e+00,789.2474,0.0000
CUDA_WarpRow,CUDA,2000,6000,64,1,1,1,,75,3,0.001948,0.000000,0.00e+00,788.5050,0.0000
CUDA_Transposed,CUDA,2000,6000,64,1,1,1,,75,1,0.003199,0.176337,1.21e-08,480.1016,55.1171
CUDA_Transposed,CUDA,2000,6000,64,1,1,1,,75,2,0.003260,0.000000,0.00e+00,471.2357,0.0000
CUDA_Transposed,CUDA,2000,6000,64,1,1,1,,75,3,0.003212,0.000000,0.00e+00,478.1583,0.0000
CUDA_Naive,CUDA,2000,6000,128,1,1,1,,75,1,0.003326,0.349630,2.09e-08,923.7061,105.1286
CUDA_Naive,CUDA,2000,6000,128,1,1,1,,75,2,0.003330,0.000000,0.00e+00,922.4327,0.0000
CUDA_Naive,CUDA,2000,6000,128,1,1,1,,75,3,0.003315,0.000000,0.00e+00,926.8175,0.0000
CUDA_Opt2D,CUDA,2000,6000,128,1,1,1,,75,1,0.003328,0.345876,2.09e-08,922.9682,103.9170
CUDA_Opt2D,CUDA,2000,6000,128,1,1,1,,75,2,0.003326,0.000000,0.00e+00,923.6066,0.0000
CUDA_Opt2D,CUDA,2000,6000,128,1,1,1,,75,3,0.003301,0.000000,0.00e+00,930.7328,0.0000
CUDA_Tiled,CUDA,2000,6000,128,1,1,1,,75,1,0.002671,0.341894,2.09e-08,1149.9649,127.9839
CUDA_Tiled,CUDA,2000,6000,128,1,1,1,,75,2,0.002683,0.000000,0.00e+00,1144.9145,0.0000
CUDA_Tiled,CUDA,2000,6000,128,1,1,1,,75,3,0.002675,0.000000,0.00e+00,1148.4439,0.0000
CUDA_WarpRow,CUDA,2000,6000,128,1,1,1,,75,1,0.003858,0.344609,2.09e-08,796.2583,89.3222
CUDA_WarpRow,CUDA,2000,6000,128,1,1,1,,75,2,0.003861,0.000000,0.00e+00,795.6365,0.0000
CUDA_WarpRow,CUDA,2000,6000,128,1,1,1,,75,3,0.003862,0.000000,0.00e+00,795.4863,0.0000
CUDA_Transposed,CUDA,2000,6000,128,1,1,1,,75,1,0.007725,0.366978,2.09e-08,397.6809,47.5066
CUDA_Transposed,CUDA,2000,6000,128,1,1,1,,75,2,0.007777,0.000000,0.00e+00,395.0298,0.0000
CUDA_Transposed,CUDA,2000,6000,128,1,1,1,,75,3,0.007682,0.000000,0.00e+00,399.9000,0.0000
CUDA_Naive,CUDA,2000,2000,3,2,1,2,,75,1,0.000523,0.013905,2.36e-06,45.8454,26.5619
CUDA_Naive,CUDA,2000,2000,3,2,1,2,,75,2,0.000513,0.000000,0.00e+00,46.7877,0.0000
CUDA_Naive,CUDA,2000,2000,3,2,1,2,,75,3,0.000490,0.000000,0.00e+00,48.9884,0.0000
CUDA_Opt2D,CUDA,2000,2000,3,2,1,2,,75,1,0.000475,0.013410,2.36e-06,50.5702,28.2560
CUDA_Opt2D,CUDA,2000,2000,3,2,1,2,,75,2,0.000489,0.000000,0.00e+00,49.1222,0.0000
CUDA_Opt2D,CUDA,2000,2000,3,2,1,2,,75,3,0.000520,0.000000,0.00e+00,46.1292,0.0000
CUDA_Tiled,CUDA,2000,2000,3,2,1,2,,75,1,0.000520,0.013210,2.36e-06,46.1656,25.4106
CUDA_Tiled,CUDA,2000,2000,3,2,1,2,,75,2,0.000511,0.000000,0.00e+00,46.9745,0.0000
CUDA_Tiled,CUDA,2000,2000,3,2,1,2,,75,3,0.000521,0.000000,0.00e+00,46.0492,0.0000
CUDA_WarpRow,CUDA,2000,2000,3,2,1,2,,75,1,0.000510,0.015745,2.36e-06,47.0179,30.8454
CUDA_WarpRow,CUDA,2000,2000,3,2,1,2,,75,2,0.000511,0.000000,0.00e+00,46.9730,0.0000
CUDA_WarpRow,CUDA,2000,2000,3,2,1,2,,75,3,0.000510,0.000000,0.00e+00,47.0220,0.0000
CUDA_Transposed,CUDA,2000,2000,3,2,1,2,,75,1,0.000296,0.013936,2.36e-06,81.0040,47.0379
CUDA_Transposed,CUDA,2000,2000,3,2,1,2,,75,2,0.000286,0.000000,0.00e+00,83.7819,0.0000
CUDA_Transposed,CUDA,2000,2000,3,2,1,2,,75,3,0.000323,0.000000,0.00e+00,74.2179,0.0000
CUDA_Naive,CUDA,2000,2000,6,2,1,2,,75,1,0.000523,0.018483,2.37e-06,91.7218,35.3189
CUDA_Naive,CUDA,2000,2000,6,2,1,2,,75,2,0.000513,0.000000,0.00e+00,93.6302,0.0000
CUDA_Naive,CUDA,2000,2000,6,2,1,2,,75,3,0.000523,0.000000,0.00e+00,91.8270,0.0000
CUDA_Opt2D,CUDA,2000,2000,6,2,1,2,,75,1,0.000523,0.018772,2.37e-06,91.7462,35.8804
CUDA_Opt2D,CUDA,2000,2000,6,2,1,2,,75,2,0.000523,0.000000,0.00e+00,91.7883,0.0000
CUDA_Opt2D,CUDA,2000,2000,6,2,1,2,,75,3,0.000523,0.000000,0.00e+00,91.7754,0.0000
CUDA_Tiled,CUDA,2000,2000,6,2,1,2,,75,1,0.000522,0.018728,2.37e-06,92.0370,35.9107
CUDA_Tiled,CUDA,2000,2000,6,2,1,2,,75,2,0.000509,0.000000,0.00e+00,94.2882,0.0000
CUDA_Tiled,CUDA,2000,2000,6,2,1,2,,75,3,0.000522,0.000000,0.00e+00,92.0234,0.0000
CUDA_WarpRow,CUDA,2000,2000,6,2,1,2,,75,1,0.000513,0.021472,2.37e-06,93.6217,41.8794
CUDA_WarpRow,CUDA,2000,2000,6,2,1,2,,75,2,0.000510,0.000000,0.00e+00,94.1126,0.0000
CUDA_WarpRow,CUDA,2000,2000,6,2,1,2,,75,3,0.000523,0.000000,0.00e+00,91.8160,0.0000
CUDA_Transposed,CUDA,2000,2000,6,2,1,2,,75,1,0.000294,0.017934,2.37e-06,163.2439,60.9919
CUDA_Transposed,CUDA,2000,2000,6,2,1,2,,75,2,0.000293,0.000000,0.00e+00,164.0004,0.0000
CUDA_Transposed,CUDA,2000,2000,6,2,1,2,,75,3,0.000299,0.000000,0.00e+00,160.4356,0.0000
CUDA_Naive,CUDA,2000,2000,8,2,1,2,,75,1,0.000514,0.013882,1.13e-06,124.5684,27.0195
CUDA_Naive,CUDA,2000,2000,8,2,1,2,,75,2,0.000524,0.000000,0.00e+00,122.1340,0.0000
CUDA_Naive,CUDA,2000,2000,8,2,1,2,,75,3,0.000513,0.000000,0.00e+00,124.7463,0.0000
CUDA_Opt2D,CUDA,2000,2000,8,2,1,2,,75,1,0.000524,0.013503,1.13e-06,122.1903,25.7799
CUDA_Opt2D,CUDA,2000,2000,8,2,1,2,,75,2,0.000513,0.000000,0.00e+00,124.7172,0.0000
CUDA_Opt2D,CUDA,2000,2000,8,2,1,2,,75,3,0.000524,0.000000,0.00e+00,122.1270,0.0000
CUDA_Tiled,CUDA,2000,2000,8,2,1,2,,75,1,0.000511,0.013359,1.13e-06,125.2120,26.1363
CUDA_Tiled,CUDA,2000,2000,8,2,1,2,,75,2,0.000513,0.000000,0.00e+00,124.7476,0.0000
CUDA_Tiled,CUDA,2000,2000,8,2,1,2,,75,3,0.000523,0.000000,0.00e+00,122.4128,0.0000
CUDA_WarpRow,CUDA,2000,2000,8,2,1,2,,75,1,0.000475,0.016052,1.13e-06,134.7177,33.7879
CUDA_WarpRow,CUDA,2000,2000,8,2,1,2,,75,2,0.000454,0.000000,0.00e+00,141.0226,0.0000
CUDA_WarpRow,CUDA,2000,2000,8,2,1,2,,75,3,0.000499,0.000000,0.00e+00,128.3436,0.0000
CUDA_Transposed,CUDA,2000,2000,8,2,1,2,,75,1,0.000311,0.013393,1.13e-06,205.5779,43.0217
CUDA_Transposed,CUDA,2000,2000,8,2,1,2,,75,2,0.000322,0.000000,0.00e+00,198.8098,0.0000
CUDA_Transposed,CUDA,2000,2000,8,2,1,2,,75,3,0.000311,0.000000,0.00e+00,205.4855,0.0000
CUDA_Naive,CUDA,2000,2000,20,2,1,2,,75,1,0.000522,0.020457,1.90e-06,306.3999,39.1748
CUDA_Naive,CUDA,2000,2000,20,2,1,2,,75,2,0.000532,0.000000,0.00e+00,300.4732,0.0000
CUDA_Naive,CUDA,2000,2000,20,2,1,2,,75,3,0.000523,0.000000,0.00e+00,306.2125,0.0000
CUDA_Opt2D,CUDA,2000,2000,20,2,1,2,,75,1,0.000522,0.020193,1.90e-06,306.6882,38.7051
CUDA_Opt2D,CUDA,2000,2000,20,2,1,2,,75,2,0.000522,0.000000,0.00e+00,306.2389,0.0000
CUDA_Opt2D,CUDA,2000,2000,20,2,1,2,,75,3,0.000534,0.000000,0.00e+00,299.4662,0.0000
CUDA_Tiled,CUDA,2000,2000,20,2,1,2,,75,1,0.000514,0.020797,1.90e-06,311.4635,40.4837
CUDA_Tiled,CUDA,2000,2000,20,2,1,2,,75,2,0.000514,0.000000,0.00e+00,311.4861,0.0000
CUDA_Tiled,CUDA,2000,2000,20,2,1,2,,75,3,0.000498,0.000000,0.00e+00,321.5262,0.0000
CUDA_WarpRow,CUDA,2000,2000,20,2,1,2,,75,1,0.000471,0.021352,1.90e-06,339.7336,45.3368
CUDA_WarpRow,CUDA,2000,2000,20,2,1,2,,75,2,0.000491,0.000000,0.00e+00,326.1173,0.0000
CUDA_WarpRow,CUDA,2000,2000,20,2,1,2,,75,3,0.000530,0.000000,0.00e+00,301.9954,0.0000
CUDA_Transposed,CUDA,2000,2000,20,2,1,2,,75,1,0.000440,0.018978,1.90e-06,363.5437,43.1212
CUDA_Transposed,CUDA,2000,2000,20,2,1,2,,75,2,0.000441,0.000000,0.00e+00,363.0235,0.0000
CUDA_Transposed,CUDA,2000,2000,20,2,1,2,,75,3,0.000441,0.000000,0.00e+00,362.8654,0.0000
CUDA_Naive,CUDA,2000,2000,32,2,1,2,,75,1,0.000520,0.029761,1.56e-06,492.1989,57.2199
CUDA_Naive,CUDA,2000,2000,32,2,1,2,,75,2,0.000530,0.000000,0.00e+00,482.5650,0.0000
CUDA_Naive,CUDA,2000,2000,32,2,1,2,,75,3,0.000534,0.000000,0.00e+00,479.2193,0.0000
CUDA_Opt2D,CUDA,2000,2000,32,2,1,2,,75,1,0.000533,0.029335,1.56e-06,479.9769,55.0012
CUDA_Opt2D,CUDA,2000,2000,32,2,1,2,,75,2,0.000534,0.000000,0.00e+00,479.2323,0.0000
CUDA_Opt2D,CUDA,2000,2000,32,2,1,2,,75,3,0.000534,0.000000,0.00e+00,479.6545,0.0000
CUDA_Tiled,CUDA,2000,2000,32,2,1,2,,75,1,0.000476,0.028046,1.56e-06,538.0459,58.9452
CUDA_Tiled,CUDA,2000,2000,32,2,1,2,,75,2,0.000479,0.000000,0.00e+00,534.8567,0.0000
CUDA_Tiled,CUDA,2000,2000,32,2,1,2,,75,3,0.000485,0.000000,0.00e+00,527.3802,0.0000
CUDA_WarpRow,CUDA,2000,2000,32,2,1,2,,75,1,0.000527,0.028883,1.56e-06,485.5915,54.7856
CUDA_WarpRow,CUDA,2000,2000,32,2,1,2,,75,2,0.000513,0.000000,0.00e+00,498.9971,0.0000
CUDA_WarpRow,CUDA,2000,2000,32,2,1,2,,75,3,0.000528,0.000000,0.00e+00,485.1895,0.0000
CUDA_Transposed,CUDA,2000,2000,32,2,1,2,,75,1,0.000519,0.028274,1.56e-06,493.2528,54.4773
CUDA_Transposed,CUDA,2000,2000,32,2,1,2,,75,2,0.000518,0.000000,0.00e+00,494.2059,0.0000
CUDA_Transposed,CUDA,2000,2000,32,2,1,2,,75,3,0.000519,0.000000,0.00e+00,493.3697,0.0000
CUDA_Naive,CUDA,2000,2000,64,2,1,2,,75,1,0.000777,0.052747,1.65e-06,659.2078,67.9125
CUDA_Naive,CUDA,2000,2000,64,2,1,2,,75,2,0.000724,0.000000,0.00e+00,707.4847,0.0000
CUDA_Naive,CUDA,2000,2000,64,2,1,2,,75,3,0.000755,0.000000,0.00e+00,678.5646,0.0000
CUDA_Opt2D,CUDA,2000,2000,64,2,1,2,,75,1,0.000787,0.050606,1.65e-06,650.8047,64.3256
CUDA_Opt2D,CUDA,2000,2000,64,2,1,2,,75,2,0.000755,0.000000,0.00e+00,678.4670,0.0000
CUDA_Opt2D,CUDA,2000,2000,64,2,1,2,,75,3,0.000788,0.000000,0.00e+00,650.1286,0.0000
CUDA_Tiled,CUDA,2000,2000,64,2,1,2,,75,1,0.000666,0.052714,1.65e-06,768.5255,79.1258
CUDA_Tiled,CUDA,2000,2000,64,2,1,2,,75,2,0.000622,0.000000,0.00e+00,823.5134,0.0000
CUDA_Tiled,CUDA,2000,2000,64,2,1,2,,75,3,0.000652,0.000000,0.00e+00,785.6380,0.0000
CUDA_WarpRow,CUDA,2000,2000,64,2,1,2,,75,1,0.000825,0.053240,1.65e-06,620.6274,64.5355
CUDA_WarpRow,CUDA,2000,2000,64,2,1,2,,75,2,0.000756,0.000000,0.00e+00,677.2767,0.0000
CUDA_WarpRow,CUDA,2000,2000,64,2,1,2,,75,3,0.000767,0.000000,0.00e+00,667.9337,0.0000
CUDA_Transposed,CUDA,2000,2000,64,2,1,2,,75,1,0.000849,0.047563,1.65e-06,603.0636,56.0227
CUDA_Transposed,CUDA,2000,2000,64,2,1,2,,75,2,0.000806,0.000000,0.00e+00,634.9407,0.0000
CUDA_Transposed,CUDA,2000,2000,64,2,1,2,,75,3,0.000825,0.000000,0.00e+00,620.9050,0.0000
CUDA_Naive,CUDA,2000,2000,128,2,1,2,,75,1,0.001269,0.102504,1.66e-06,807.0398,80.7862
CUDA_Naive,CUDA,2000,2000,128,2,1,2,,75,2,0.001290,0.000000,0.00e+00,793.6213,0.0000
CUDA_Naive,CUDA,2000,2000,128,2,1,2,,75,3,0.001283,0.000000,0.00e+00,798.0420,0.0000
CUDA_Opt2D,CUDA,2000,2000,128,2,1,2,,75,1,0.001300,0.096595,1.66e-06,787.4962,74.2855
CUDA_Opt2D,CUDA,2000,2000,128,2,1,2,,75,2,0.001280,0.000000,0.00e+00,799.6977,0.0000
CUDA_Opt2D,CUDA,2000,2000,128,2,1,2,,75,3,0.001280,0.000000,0.00e+00,799.6966,0.0000
CUDA_Tiled,CUDA,2000,2000,128,2,1,2,,75,1,0.001125,0.104016,1.66e-06,910.1585,92.4518
CUDA_Tiled,CUDA,2000,2000,128,2,1,2,,75,2,0.001126,0.000000,0.00e+00,909.0546,0.0000
CUDA_Tiled,CUDA,2000,2000,128,2,1,2,,75,3,0.001121,0.000000,0.00e+00,913.0924,0.0000
CUDA_WarpRow,CUDA,2000,2000,128,2,1,2,,75,1,0.001434,0.105595,1.66e-06,714.2247,73.6508
CUDA_WarpRow,CUDA,2000,2000,128,2,1,2,,75,2,0.001433,0.000000,0.00e+00,714.6464,0.0000
CUDA_WarpRow,CUDA,2000,2000,128,2,1,2,,75,3,0.001431,0.000000,0.00e+00,715.7201,0.0000
CUDA_Transposed,CUDA,2000,2000,128,2,1,2,,75,1,0.001584,0.102162,1.66e-06,646.5548,64.5050
CUDA_Transposed,CUDA,2000,2000,128,2,1,2,,75,2,0.001584,0.000000,0.00e+00,646.2657,0.0000
CUDA_Transposed,CUDA,2000,2000,128,2,1,2,,75,3,0.001522,0.000000,0.00e+00,672.8760,0.0000
CUDA_Naive,CUDA,2000,4000,3,2,1,2,,75,1,0.000844,0.027961,6.80e-06,56.8401,33.1109
CUDA_Naive,CUDA,2000,4000,3,2,1,2,,75,2,0.000861,0.000000,0.00e+00,55.7511,0.0000
CUDA_Naive,CUDA,2000,4000,3,2,1,2,,75,3,0.000875,0.000000,0.00e+00,54.8855,0.0000
CUDA_Opt2D,CUDA,2000,4000,3,2,1,2,,75,1,0.000874,0.027730,6.80e-06,54.8939,31.7122
CUDA_Opt2D,CUDA,2000,4000,3,2,1,2,,75,2,0.000865,0.000000,0.00e+00,55.4610,0.0000
CUDA_Opt2D,CUDA,2000,4000,3,2,1,2,,75,3,0.000857,0.000000,0.00e+00,55.9958,0.0000
CUDA_Tiled,CUDA,2000,4000,3,2,1,2,,75,1,0.000805,0.027291,6.80e-06,59.6332,33.9049
CUDA_Tiled,CUDA,2000,4000,3,2,1,2,,75,2,0.000815,0.000000,0.00e+00,58.8859,0.0000
CUDA_Tiled,CUDA,2000,4000,3,2,1,2,,75,3,0.000815,0.000000,0.00e+00,58.8962,0.0000
CUDA_WarpRow,CUDA,2000,4000,3,2,1,2,,75,1,0.000853,0.030338,6.80e-06,56.2588,35.5580
CUDA_WarpRow,CUDA,2000,4000,3,2,1,2,,75,2,0.000844,0.000000,0.00e+00,56.8906,0.0000
CUDA_WarpRow,CUDA,2000,4000,3,2,1,2,,75,3,0.000854,0.000000,0.00e+00,56.2283,0.0000
CUDA_Transposed,CUDA,2000,4000,3,2,1,2,,75,1,0.000427,0.027557,6.80e-06,112.3239,64.4859
CUDA_Transposed,CUDA,2000,4000,3,2,1,2,,75,2,0.000427,0.000000,0.00e+00,112.5204,0.0000
CUDA_Transposed,CUDA,2000,4000,3,2,1,2,,75,3,0.000416,0.000000,0.00e+00,115.3669,0.0000
CUDA_Naive,CUDA,2000,4000,6,2,1,2,,75,1,0.000797,0.036747,3.43e-06,120.4434,46.1032
CUDA_Naive,CUDA,2000,4000,6,2,1,2,,75,2,0.000796,0.000000,0.00e+00,120.5445,0.0000
CUDA_Naive,CUDA,2000,4000,6,2,1,2,,75,3,0.000800,0.000000,0.00e+00,119.9652,0.0000
CUDA_Opt2D,CUDA,2000,4000,6,2,1,2,,75,1,0.000874,0.035902,3.43e-06,109.8246,41.0721
CUDA_Opt2D,CUDA,2000,4000,6,2,1,2,,75,2,0.000770,0.000000,0.00e+00,124.6135,0.0000
CUDA_Opt2D,CUDA,2000,4000,6,2,1,2,,75,3,0.000822,0.000000,0.00e+00,116.7454,0.0000
CUDA_Tiled,CUDA,2000,4000,6,2,1,2,,75,1,0.000775,0.037756,3.43e-06,123.8030,48.6911
CUDA_Tiled,CUDA,2000,4000,6,2,1,2,,75,2,0.000757,0.000000,0.00e+00,126.8092,0.0000
CUDA_Tiled,CUDA,2000,4000,6,2,1,2,,75,3,0.000745,0.000000,0.00e+00,128.9399,0.0000
CUDA_WarpRow,CUDA,2000,4000,6,2,1,2,,75,1,0.000823,0.043068,3.43e-06,116.6111,52.3144
CUDA_WarpRow,CUDA,2000,4000,6,2,1,2,,75,2,0.000864,0.000000,0.00e+00,111.1058,0.0000
CUDA_WarpRow,CUDA,2000,4000,6,2,1,2,,75,3,0.000824,0.000000,0.00e+00,116.5277,0.0000
CUDA_Transposed,CUDA,2000,4000,6,2,1,2,,75,1,0.000386,0.035497,3.43e-06,248.8316,92.0076
CUDA_Transposed,CUDA,2000,4000,6,2,1,2,,75,2,0.000419,0.000000,0.00e+00,228.9200,0.0000
CUDA_Transposed,CUDA,2000,4000,6,2,1,2,,75,3,0.000419,0.000000,0.00e+00,229.2852,0.0000
CUDA_Naive,CUDA,2000,4000,8,2,1,2,,75,1,0.000868,0.028112,3.35e-06,147.5397,32.4033
CUDA_Naive,CUDA,2000,4000,8,2,1,2,,75,2,0.000870,0.000000,0.00e+00,147.1940,0.0000
CUDA_Naive,CUDA,2000,4000,8,2,1,2,,75,3,0.000860,0.000000,0.00e+00,148.8432,0.0000
CUDA_Opt2D,CUDA,2000,4000,8,2,1,2,,75,1,0.000871,0.027593,3.35e-06,146.9415,31.6763
CUDA_Opt2D,CUDA,2000,4000,8,2,1,2,,75,2,0.000869,0.000000,0.00e+00,147.2123,0.0000
CUDA_Opt2D,CUDA,2000,4000,8,2,1,2,,75,3,0.000871,0.000000,0.00e+00,146.9921,0.0000
CUDA_Tiled,CUDA,2000,4000,8,2,1,2,,75,1,0.000815,0.028631,3.35e-06,156.9608,35.1094
CUDA_Tiled,CUDA,2000,4000,8,2,1,2,,75,2,0.000816,0.000000,0.00e+00,156.8510,0.0000
CUDA_Tiled,CUDA,2000,4000,8,2,1,2,,75,3,0.000816,0.000000,0.00e+00,156.8021,0.0000
CUDA_WarpRow,CUDA,2000,4000,8,2,1,2,,75,1,0.000849,0.031417,3.35e-06,150.7206,36.9940
CUDA_WarpRow,CUDA,2000,4000,8,2,1,2,,75,2,0.000829,0.000000,0.00e+00,154.4167,0.0000
CUDA_WarpRow,CUDA,2000,4000,8,2,1,2,,75,3,0.000847,0.000000,0.00e+00,151.0819,0.0000
CUDA_Transposed,CUDA,2000,4000,8,2,1,2,,75,1,0.000424,0.028744,3.35e-06,302.1614,67.8544
CUDA_Transposed,CUDA,2000,4000,8,2,1,2,,75,2,0.000386,0.000000,0.00e+00,331.3407,0.0000
CUDA_Transposed,CUDA,2000,4000,8,2,1,2,,75,3,0.000413,0.000000,0.00e+00,309.6109,0.0000
CUDA_Naive,CUDA,2000,4000,20,2,1,2,,75,1,0.000883,0.038279,2.61e-06,362.2430,43.3327
CUDA_Naive,CUDA,2000,4000,20,2,1,2,,75,2,0.000804,0.000000,0.00e+00,398.1671,0.0000
CUDA_Naive,CUDA,2000,4000,20,2,1,2,,75,3,0.000822,0.000000,0.00e+00,389.2933,0.0000
CUDA_Opt2D,CUDA,2000,4000,20,2,1,2,,75,1,0.000872,0.040029,2.61e-06,366.8766,45.8928
CUDA_Opt2D,CUDA,2000,4000,20,2,1,2,,75,2,0.000804,0.000000,0.00e+00,397.8725,0.0000
CUDA_Opt2D,CUDA,2000,4000,20,2,1,2,,75,3,0.000816,0.000000,0.00e+00,392.0155,0.0000
CUDA_Tiled,CUDA,2000,4000,20,2,1,2,,75,1,0.000729,0.039866,2.61e-06,439.0960,54.7027
CUDA_Tiled,CUDA,2000,4000,20,2,1,2,,75,2,0.000812,0.000000,0.00e+00,394.0696,0.0000
CUDA_Tiled,CUDA,2000,4000,20,2,1,2,,75,3,0.000812,0.000000,0.00e+00,393.9810,0.0000
CUDA_WarpRow,CUDA,2000,4000,20,2,1,2,,75,1,0.000865,0.043787,2.61e-06,369.7302,50.5914
CUDA_WarpRow,CUDA,2000,4000,20,2,1,2,,75,2,0.000870,0.000000,0.00e+00,367.7903,0.0000
CUDA_WarpRow,CUDA,2000,4000,20,2,1,2,,75,3,0.000870,0.000000,0.00e+00,368.0018,0.0000
CUDA_Transposed,CUDA,2000,4000,20,2,1,2,,75,1,0.000668,0.038164,2.61e-06,479.0669,57.1346
CUDA_Transposed,CUDA,2000,4000,20,2,1,2,,75,2,0.000657,0.000000,0.00e+00,486.7551,0.0000
CUDA_Transposed,CUDA,2000,4000,20,2,1,2,,75,3,0.000667,0.000000,0.00e+00,479.5309,0.0000
CUDA_Naive,CUDA,2000,4000,32,2,1,2,,75,1,0.000874,0.060074,2.81e-06,586.0404,68.7617
CUDA_Naive,CUDA,2000,4000,32,2,1,2,,75,2,0.000769,0.000000,0.00e+00,665.5467,0.0000
CUDA_Naive,CUDA,2000,4000,32,2,1,2,,75,3,0.000801,0.000000,0.00e+00,639.2271,0.0000
CUDA_Opt2D,CUDA,2000,4000,32,2,1,2,,75,1,0.000874,0.058860,2.81e-06,586.1453,67.3835
CUDA_Opt2D,CUDA,2000,4000,32,2,1,2,,75,2,0.000878,0.000000,0.00e+00,583.0088,0.0000
CUDA_Opt2D,CUDA,2000,4000,32,2,1,2,,75,3,0.000879,0.000000,0.00e+00,582.3671,0.0000
