Mode,M,N,k,MPI_Ranks,OMP_Threads,Run,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
Opt_Hybrid,4000,4000,8,2,20,3,0.002423,0.000000,0.00e+00,105.6359,0.0000
Opt_Hybrid,4000,4000,8,2,20,4,0.002497,0.000000,0.00e+00,102.5157,0.0000
Opt_Hybrid,4000,4000,8,2,20,5,0.002502,0.000000,0.00e+00,102.3219,0.0000
Opt_Hybrid,4000,4000,8,4,10,1,0.002447,0.080260,5.05e-15,104.6308,32.8034
Opt_Hybrid,4000,4000,8,4,10,2,0.002449,0.000000,0.00e+00,104.5391,0.0000
Opt_Hybrid,4000,4000,8,4,10,3,0.002370,0.000000,0.00e+00,108.0317,0.0000
Opt_Hybrid,4000,4000,8,4,10,4,0.002361,0.000000,0.00e+00,108.4306,0.0000
Opt_Hybrid,4000,4000,8,4,10,5,0.002377,0.000000,0.00e+00,107.6908,0.0000
Opt_Hybrid,4000,4000,8,8,5,1,0.007628,0.082468,5.05e-15,33.5603,10.8111
Opt_Hybrid,4000,4000,8,8,5,2,0.009957,0.000000,0.00e+00,25.7101,0.0000
Opt_Hybrid,4000,4000,8,8,5,3,0.009629,0.000000,0.00e+00,26.5876,0.0000
Opt_Hybrid,4000,4000,8,8,5,4,0.008920,0.000000,0.00e+00,28.7006,0.0000
Opt_Hybrid,4000,4000,8,8,5,5,0.007778,0.000000,0.00e+00,32.9137,0.0000
Serial,4000,4000,20,1,1,1,0.077900,0.163516,0.00e+00,8.2157,2.0991
Serial,4000,4000,20,1,1,2,0.078221,0.000000,0.00e+00,8.1819,0.0000
Serial,4000,4000,20,1,1,3,0.076825,0.000000,0.00e+00,8.3306,0.0000
Serial,4000,4000,20,1,1,4,0.079576,0.000000,0.00e+00,8.0427,0.0000
Serial,4000,4000,20,1,1,5,0.077728,0.000000,0.00e+00,8.2338,0.0000
Naive_SMP,4000,4000,20,1,40,1,0.140078,0.163063,0.00e+00,4.5689,1.1641
Naive_SMP,4000,4000,20,1,40,2,0.139744,0.000000,0.00e+00,4.5798,0.0000
Naive_SMP,4000,4000,20,1,40,3,0.139491,0.000000,0.00e+00,4.5881,0.0000
Naive_SMP,4000,4000,20,1,40,4,0.135888,0.000000,0.00e+00,4.7098,0.0000
Naive_SMP,4000,4000,20,1,40,5,0.135245,0.000000,0.00e+00,4.7322,0.0000
Naive_Hybrid,4000,4000,20,2,20,1,0.009043,0.161638,0.00e+00,70.7761,17.8752
Naive_Hybrid,4000,4000,20,2,20,2,0.008885,0.000000,0.00e+00,72.0289,0.0000
Naive_Hybrid,4000,4000,20,2,20,3,0.008956,0.000000,0.00e+00,71.4616,0.0000
Naive_Hybrid,4000,4000,20,2,20,4,0.009070,0.000000,0.00e+00,70.5643,0.0000
Naive_Hybrid,4000,4000,20,2,20,5,0.008934,0.000000,0.00e+00,71.6359,0.0000
Opt_SMP,4000,4000,20,1,40,1,0.072912,0.160463,0.00e+00,8.7777,2.2008
Opt_SMP,4000,4000,20,1,40,2,0.072776,0.000000,0.00e+00,8.7941,0.0000
Opt_SMP,4000,4000,20,1,40,3,0.071900,0.000000,0.00e+00,8.9013,0.0000
Opt_SMP,4000,4000,20,1,40,4,0.072154,0.000000,0.00e+00,8.8699,0.0000
Opt_SMP,4000,4000,20,1,40,5,0.073804,0.000000,0.00e+00,8.6716,0.0000
Opt_Hybrid,4000,4000,20,2,20,1,0.004937,0.164008,0.00e+00,129.6317,33.2198
Opt_Hybrid,4000,4000,20,2,20,2,0.004860,0.000000,0.00e+00,131.6821,0.0000
Opt_Hybrid,4000,4000,20,2,20,3,0.005200,0.000000,0.00e+00,123.0756,0.0000
Opt_Hybrid,4000,4000,20,2,20,4,0.004836,0.000000,0.00e+00,132.3409,0.0000
Opt_Hybrid,4000,4000,20,2,20,5,0.004895,0.000000,0.00e+00,130.7371,0.0000
Opt_Hybrid,4000,4000,20,4,10,1,0.004834,0.163326,6.83e-15,132.4090,33.7903
Opt_Hybrid,4000,4000,20,4,10,2,0.004877,0.000000,0.00e+00,131.2301,0.0000
Opt_Hybrid,4000,4000,20,4,10,3,0.004827,0.000000,0.00e+00,132.5905,0.0000
Opt_Hybrid,4000,4000,20,4,10,4,0.004916,0.000000,0.00e+00,130.1904,0.0000
Opt_Hybrid,4000,4000,20,4,10,5,0.004829,0.000000,0.00e+00,132.5390,0.0000
Opt_Hybrid,4000,4000,20,8,5,1,0.013699,0.174515,6.83e-15,46.7191,12.7393
Opt_Hybrid,4000,4000,20,8,5,2,0.011615,0.000000,0.00e+00,55.1031,0.0000
Opt_Hybrid,4000,4000,20,8,5,3,0.013300,0.000000,0.00e+00,48.1215,0.0000
Opt_Hybrid,4000,4000,20,8,5,4,0.013599,0.000000,0.00e+00,47.0612,0.0000
Opt_Hybrid,4000,4000,20,8,5,5,0.013270,0.000000,0.00e+00,48.2273,0.0000
Serial,4000,4000,32,1,1,1,0.146302,0.244797,0.00e+00,6.9992,1.6732
Serial,4000,4000,32,1,1,2,0.141260,0.000000,0.00e+00,7.2491,0.0000
Serial,4000,4000,32,1,1,3,0.139840,0.000000,0.00e+00,7.3227,0.0000
Serial,4000,4000,32,1,1,4,0.145334,0.000000,0.00e+00,7.0458,0.0000
Serial,4000,4000,32,1,1,5,0.155241,0.000000,0.00e+00,6.5962,0.0000
Naive_SMP,4000,4000,32,1,40,1,0.202769,0.246142,0.00e+00,5.0501,1.2139
Naive_SMP,4000,4000,32,1,40,2,0.201081,0.000000,0.00e+00,5.0925,0.0000
Naive_SMP,4000,4000,32,1,40,3,0.204792,0.000000,0.00e+00,5.0002,0.0000
Naive_SMP,4000,4000,32,1,40,4,0.208590,0.000000,0.00e+00,4.9092,0.0000
Naive_SMP,4000,4000,32,1,40,5,0.208528,0.000000,0.00e+00,4.9106,0.0000
Naive_Hybrid,4000,4000,32,2,20,1,0.013733,0.249619,0.00e+00,74.5673,18.1772
Naive_Hybrid,4000,4000,32,2,20,2,0.013989,0.000000,0.00e+00,73.2020,0.0000
Naive_Hybrid,4000,4000,32,2,20,3,0.013691,0.000000,0.00e+00,74.7940,0.0000
Naive_Hybrid,4000,4000,32,2,20,4,0.013945,0.000000,0.00e+00,73.4333,0.0000
Naive_Hybrid,4000,4000,32,2,20,5,0.013784,0.000000,0.00e+00,74.2892,0.0000
Opt_SMP,4000,4000,32,1,40,1,0.118319,0.241686,0.00e+00,8.6546,2.0427
Opt_SMP,4000,4000,32,1,40,2,0.120022,0.000000,0.00e+00,8.5318,0.0000
Opt_SMP,4000,4000,32,1,40,3,0.124414,0.000000,0.00e+00,8.2306,0.0000
Opt_SMP,4000,4000,32,1,40,4,0.122484,0.000000,0.00e+00,8.3603,0.0000
Opt_SMP,4000,4000,32,1,40,5,0.122695,0.000000,0.00e+00,8.3459,0.0000
Opt_Hybrid,4000,4000,32,2,20,1,0.007546,0.257672,0.00e+00,135.6930,34.1448
Opt_Hybrid,4000,4000,32,2,20,2,0.007424,0.000000,0.00e+00,137.9299,0.0000
Opt_Hybrid,4000,4000,32,2,20,3,0.007406,0.000000,0.00e+00,138.2592,0.0000
Opt_Hybrid,4000,4000,32,2,20,4,0.007651,0.000000,0.00e+00,133.8376,0.0000
Opt_Hybrid,4000,4000,32,2,20,5,0.007686,0.000000,0.00e+00,133.2327,0.0000
Opt_Hybrid,4000,4000,32,4,10,1,0.008037,0.278848,4.94e-15,127.4116,34.6958
Opt_Hybrid,4000,4000,32,4,10,2,0.008995,0.000000,0.00e+00,113.8441,0.0000
Opt_Hybrid,4000,4000,32,4,10,3,0.008290,0.000000,0.00e+00,123.5297,0.0000
Opt_Hybrid,4000,4000,32,4,10,4,0.008171,0.000000,0.00e+00,125.3274,0.0000
Opt_Hybrid,4000,4000,32,4,10,5,0.008083,0.000000,0.00e+00,126.6881,0.0000
Opt_Hybrid,4000,4000,32,8,5,1,0.021088,0.259981,4.94e-15,48.5577,12.3282
Opt_Hybrid,4000,4000,32,8,5,2,0.021679,0.000000,0.00e+00,47.2354,0.0000
Opt_Hybrid,4000,4000,32,8,5,3,0.018199,0.000000,0.00e+00,56.2659,0.0000
Opt_Hybrid,4000,4000,32,8,5,4,0.021570,0.000000,0.00e+00,47.4741,0.0000
Opt_Hybrid,4000,4000,32,8,5,5,0.021699,0.000000,0.00e+00,47.1913,0.0000
Serial,8000,8000,3,1,1,1,0.139606,0.193144,0.00e+00,2.7506,1.3835
Serial,8000,8000,3,1,1,2,0.139415,0.000000,0.00e+00,2.7544,0.0000
Serial,8000,8000,3,1,1,3,0.140088,0.000000,0.00e+00,2.7411,0.0000
Serial,8000,8000,3,1,1,4,0.141331,0.000000,0.00e+00,2.7170,0.0000
Serial,8000,8000,3,1,1,5,0.142036,0.000000,0.00e+00,2.7035,0.0000
Naive_SMP,8000,8000,3,1,40,1,0.176817,0.194866,0.00e+00,2.1717,1.1021
Naive_SMP,8000,8000,3,1,40,2,0.176237,0.000000,0.00e+00,2.1789,0.0000
Naive_SMP,8000,8000,3,1,40,3,0.177211,0.000000,0.00e+00,2.1669,0.0000
Naive_SMP,8000,8000,3,1,40,4,0.170865,0.000000,0.00e+00,2.2474,0.0000
Naive_SMP,8000,8000,3,1,40,5,0.170272,0.000000,0.00e+00,2.2552,0.0000
Naive_Hybrid,8000,8000,3,2,20,1,0.010291,0.190897,0.00e+00,37.3137,18.5497
Naive_Hybrid,8000,8000,3,2,20,2,0.010317,0.000000,0.00e+00,37.2188,0.0000
Naive_Hybrid,8000,8000,3,2,20,3,0.010407,0.000000,0.00e+00,36.8999,0.0000
Naive_Hybrid,8000,8000,3,2,20,4,0.010345,0.000000,0.00e+00,37.1178,0.0000
Naive_Hybrid,8000,8000,3,2,20,5,0.010269,0.000000,0.00e+00,37.3957,0.0000
Opt_SMP,8000,8000,3,1,40,1,0.135009,0.192241,0.00e+00,2.8443,1.4239
Opt_SMP,8000,8000,3,1,40,2,0.134457,0.000000,0.00e+00,2.8559,0.0000
Opt_SMP,8000,8000,3,1,40,3,0.136210,0.000000,0.00e+00,2.8192,0.0000
Opt_SMP,8000,8000,3,1,40,4,0.138289,0.000000,0.00e+00,2.7768,0.0000
Opt_SMP,8000,8000,3,1,40,5,0.139486,0.000000,0.00e+00,2.7530,0.0000
Opt_Hybrid,8000,8000,3,2,20,1,0.008239,0.191720,0.00e+00,46.6066,23.2693
Opt_Hybrid,8000,8000,3,2,20,2,0.008176,0.000000,0.00e+00,46.9645,0.0000
Opt_Hybrid,8000,8000,3,2,20,3,0.008178,0.000000,0.00e+00,46.9539,0.0000
Opt_Hybrid,8000,8000,3,2,20,4,0.008224,0.000000,0.00e+00,46.6910,0.0000
Opt_Hybrid,8000,8000,3,2,20,5,0.008197,0.000000,0.00e+00,46.8488,0.0000
Opt_Hybrid,8000,8000,3,4,10,1,0.008081,0.202951,9.72e-15,47.5161,25.1132
Opt_Hybrid,8000,8000,3,4,10,2,0.008169,0.000000,0.00e+00,47.0058,0.0000
Opt_Hybrid,8000,8000,3,4,10,3,0.008171,0.000000,0.00e+00,46.9972,0.0000
Opt_Hybrid,8000,8000,3,4,10,4,0.008110,0.000000,0.00e+00,47.3471,0.0000
Opt_Hybrid,8000,8000,3,4,10,5,0.008118,0.000000,0.00e+00,47.3046,0.0000
Opt_Hybrid,8000,8000,3,8,5,1,0.022672,0.203320,9.72e-15,16.9374,8.9680
Opt_Hybrid,8000,8000,3,8,5,2,0.024699,0.000000,0.00e+00,15.5474,0.0000
Opt_Hybrid,8000,8000,3,8,5,3,0.022199,0.000000,0.00e+00,17.2984,0.0000
Opt_Hybrid,8000,8000,3,8,5,4,0.021273,0.000000,0.00e+00,18.0508,0.0000
Opt_Hybrid,8000,8000,3,8,5,5,0.021708,0.000000,0.00e+00,17.6897,0.0000
Serial,8000,8000,6,1,1,1,0.189266,0.251260,0.00e+00,4.0578,1.3275
Serial,8000,8000,6,1,1,2,0.187637,0.000000,0.00e+00,4.0930,0.0000
Serial,8000,8000,6,1,1,3,0.188184,0.000000,0.00e+00,4.0811,0.0000
Serial,8000,8000,6,1,1,4,0.191788,0.000000,0.00e+00,4.0044,0.0000
Serial,8000,8000,6,1,1,5,0.191173,0.000000,0.00e+00,4.0173,0.0000
Naive_SMP,8000,8000,6,1,40,1,0.242483,0.249137,0.00e+00,3.1672,1.0274
Naive_SMP,8000,8000,6,1,40,2,0.235065,0.000000,0.00e+00,3.2672,0.0000
Naive_SMP,8000,8000,6,1,40,3,0.233286,0.000000,0.00e+00,3.2921,0.0000
Naive_SMP,8000,8000,6,1,40,4,0.235530,0.000000,0.00e+00,3.2607,0.0000
Naive_SMP,8000,8000,6,1,40,5,0.242151,0.000000,0.00e+00,3.1716,0.0000
Naive_Hybrid,8000,8000,6,2,20,1,0.015093,0.256878,0.00e+00,50.8844,17.0196
Naive_Hybrid,8000,8000,6,2,20,2,0.015069,0.000000,0.00e+00,50.9648,0.0000
Naive_Hybrid,8000,8000,6,2,20,3,0.014957,0.000000,0.00e+00,51.3471,0.0000
Naive_Hybrid,8000,8000,6,2,20,4,0.015061,0.000000,0.00e+00,50.9932,0.0000
Naive_Hybrid,8000,8000,6,2,20,5,0.014957,0.000000,0.00e+00,51.3473,0.0000
Opt_SMP,8000,8000,6,1,40,1,0.178875,0.254723,0.00e+00,4.2935,1.4240
Opt_SMP,8000,8000,6,1,40,2,0.178271,0.000000,0.00e+00,4.3081,0.0000
Opt_SMP,8000,8000,6,1,40,3,0.178862,0.000000,0.00e+00,4.2938,0.0000
Opt_SMP,8000,8000,6,1,40,4,0.173655,0.000000,0.00e+00,4.4226,0.0000
Opt_SMP,8000,8000,6,1,40,5,0.172085,0.000000,0.00e+00,4.4629,0.0000
Opt_Hybrid,8000,8000,6,2,20,1,0.011398,0.252543,0.00e+00,67.3817,22.1573
Opt_Hybrid,8000,8000,6,2,20,2,0.011454,0.000000,0.00e+00,67.0509,0.0000
Opt_Hybrid,8000,8000,6,2,20,3,0.011459,0.000000,0.00e+00,67.0241,0.0000
Opt_Hybrid,8000,8000,6,2,20,4,0.011546,0.000000,0.00e+00,66.5147,0.0000
Opt_Hybrid,8000,8000,6,2,20,5,0.011499,0.000000,0.00e+00,66.7866,0.0000
Opt_Hybrid,8000,8000,6,4,10,1,0.011315,0.268208,1.29e-14,67.8766,23.7045
Opt_Hybrid,8000,8000,6,4,10,2,0.011314,0.000000,0.00e+00,67.8789,0.0000
Opt_Hybrid,8000,8000,6,4,10,3,0.011318,0.000000,0.00e+00,67.8550,0.0000
Opt_Hybrid,8000,8000,6,4,10,4,0.011227,0.000000,0.00e+00,68.4080,0.0000
Opt_Hybrid,8000,8000,6,4,10,5,0.011362,0.000000,0.00e+00,67.5940,0.0000
Opt_Hybrid,8000,8000,6,8,5,1,0.028070,0.275400,1.29e-14,27.3599,9.8111
Opt_Hybrid,8000,8000,6,8,5,2,0.027513,0.000000,0.00e+00,27.9137,0.0000
Opt_Hybrid,8000,8000,6,8,5,3,0.028510,0.000000,0.00e+00,26.9381,0.0000
Opt_Hybrid,8000,8000,6,8,5,4,0.025609,0.000000,0.00e+00,29.9899,0.0000
Opt_Hybrid,8000,8000,6,8,5,5,0.027288,0.000000,0.00e+00,28.1444,0.0000
Serial,8000,8000,8,1,1,1,0.179459,0.305165,0.00e+00,5.7060,1.7005
Serial,8000,8000,8,1,1,2,0.176498,0.000000,0.00e+00,5.8018,0.0000
Serial,8000,8000,8,1,1,3,0.174528,0.000000,0.00e+00,5.8673,0.0000
Serial,8000,8000,8,1,1,4,0.174128,0.000000,0.00e+00,5.8807,0.0000
Serial,8000,8000,8,1,1,5,0.177676,0.000000,0.00e+00,5.7633,0.0000
Naive_SMP,8000,8000,8,1,40,1,0.284951,0.305969,0.00e+00,3.5936,1.0738
Naive_SMP,8000,8000,8,1,40,2,0.276444,0.000000,0.00e+00,3.7042,0.0000
Naive_SMP,8000,8000,8,1,40,3,0.273730,0.000000,0.00e+00,3.7409,0.0000
Naive_SMP,8000,8000,8,1,40,4,0.284313,0.000000,0.00e+00,3.6017,0.0000
Naive_SMP,8000,8000,8,1,40,5,0.284865,0.000000,0.00e+00,3.5947,0.0000
Naive_Hybrid,8000,8000,8,2,20,1,0.018077,0.308963,0.00e+00,56.6469,17.0916
Naive_Hybrid,8000,8000,8,2,20,2,0.018026,0.000000,0.00e+00,56.8070,0.0000
Naive_Hybrid,8000,8000,8,2,20,3,0.017990,0.000000,0.00e+00,56.9212,0.0000
Naive_Hybrid,8000,8000,8,2,20,4,0.018049,0.000000,0.00e+00,56.7347,0.0000
Naive_Hybrid,8000,8000,8,2,20,5,0.017886,0.000000,0.00e+00,57.2518,0.0000
Opt_SMP,8000,8000,8,1,40,1,0.141576,0.299005,0.00e+00,7.2329,2.1120
Opt_SMP,8000,8000,8,1,40,2,0.145779,0.000000,0.00e+00,7.0244,0.0000
Opt_SMP,8000,8000,8,1,40,3,0.145842,0.000000,0.00e+00,7.0213,0.0000
Opt_SMP,8000,8000,8,1,40,4,0.146274,0.000000,0.00e+00,7.0006,0.0000
Opt_SMP,8000,8000,8,1,40,5,0.142605,0.000000,0.00e+00,7.1807,0.0000
Opt_Hybrid,8000,8000,8,2,20,1,0.009603,0.299217,0.00e+00,106.6305,31.1578
Opt_Hybrid,8000,8000,8,2,20,2,0.009609,0.000000,0.00e+00,106.5701,0.0000
Opt_Hybrid,8000,8000,8,2,20,3,0.009654,0.000000,0.00e+00,106.0692,0.0000
Opt_Hybrid,8000,8000,8,2,20,4,0.009676,0.000000,0.00e+00,105.8256,0.0000
Opt_Hybrid,8000,8000,8,2,20,5,0.009663,0.000000,0.00e+00,105.9729,0.0000
Opt_Hybrid,8000,8000,8,4,10,1,0.009405,0.323174,1.29e-14,108.8742,34.3607
Opt_Hybrid,8000,8000,8,4,10,2,0.009453,0.000000,0.00e+00,108.3202,0.0000
Opt_Hybrid,8000,8000,8,4,10,3,0.009361,0.000000,0.00e+00,109.3891,0.0000
Opt_Hybrid,8000,8000,8,4,10,4,0.009356,0.000000,0.00e+00,109.4430,0.0000
Opt_Hybrid,8000,8000,8,4,10,5,0.009354,0.000000,0.00e+00,109.4740,0.0000
Opt_Hybrid,8000,8000,8,8,5,1,0.023740,0.328092,1.29e-14,43.1336,13.8201
Opt_Hybrid,8000,8000,8,8,5,2,0.024643,0.000000,0.00e+00,41.5536,0.0000
Opt_Hybrid,8000,8000,8,8,5,3,0.024575,0.000000,0.00e+00,41.6692,0.0000
Opt_Hybrid,8000,8000,8,8,5,4,0.023500,0.000000,0.00e+00,43.5751,0.0000
Opt_Hybrid,8000,8000,8,8,5,5,0.025698,0.000000,0.00e+00,39.8471,0.0000
Serial,8000,8000,20,1,1,1,0.460684,0.656901,0.00e+00,5.5570,1.4259
Serial,8000,8000,20,1,1,2,0.461252,0.000000,0.00e+00,5.5501,0.0000
Serial,8000,8000,20,1,1,3,0.458978,0.000000,0.00e+00,5.5776,0.0000
Serial,8000,8000,20,1,1,4,0.460394,0.000000,0.00e+00,5.5605,0.0000
Serial,8000,8000,20,1,1,5,0.458883,0.000000,0.00e+00,5.5788,0.0000
Naive_SMP,8000,8000,20,1,40,1,0.545082,0.654462,0.00e+00,4.6965,1.2007
Naive_SMP,8000,8000,20,1,40,2,0.557778,0.000000,0.00e+00,4.5896,0.0000
Naive_SMP,8000,8000,20,1,40,3,0.542521,0.000000,0.00e+00,4.7187,0.0000
Naive_SMP,8000,8000,20,1,40,4,0.558713,0.000000,0.00e+00,4.5820,0.0000
Naive_SMP,8000,8000,20,1,40,5,0.558822,0.000000,0.00e+00,4.5811,0.0000
Naive_Hybrid,8000,8000,20,2,20,1,0.035272,0.662028,0.00e+00,72.5779,18.7690
Naive_Hybrid,8000,8000,20,2,20,2,0.035126,0.000000,0.00e+00,72.8802,0.0000
Naive_Hybrid,8000,8000,20,2,20,3,0.034996,0.000000,0.00e+00,73.1509,0.0000
Naive_Hybrid,8000,8000,20,2,20,4,0.034988,0.000000,0.00e+00,73.1679,0.0000
Naive_Hybrid,8000,8000,20,2,20,5,0.035119,0.000000,0.00e+00,72.8958,0.0000
Opt_SMP,8000,8000,20,1,40,1,0.334593,0.662722,0.00e+00,7.6511,1.9807
Opt_SMP,8000,8000,20,1,40,2,0.330628,0.000000,0.00e+00,7.7428,0.0000
Opt_SMP,8000,8000,20,1,40,3,0.330758,0.000000,0.00e+00,7.7398,0.0000
Opt_SMP,8000,8000,20,1,40,4,0.335721,0.000000,0.00e+00,7.6254,0.0000
Opt_SMP,8000,8000,20,1,40,5,0.335681,0.000000,0.00e+00,7.6263,0.0000
Opt_Hybrid,8000,8000,20,2,20,1,0.019960,0.672352,0.00e+00,128.2578,33.6853
Opt_Hybrid,8000,8000,20,2,20,2,0.019822,0.000000,0.00e+00,129.1510,0.0000
Opt_Hybrid,8000,8000,20,2,20,3,0.020058,0.000000,0.00e+00,127.6288,0.0000
Opt_Hybrid,8000,8000,20,2,20,4,0.019893,0.000000,0.00e+00,128.6869,0.0000
Opt_Hybrid,8000,8000,20,2,20,5,0.019870,0.000000,0.00e+00,128.8383,0.0000
Opt_Hybrid,8000,8000,20,4,10,1,0.024215,0.701484,1.07e-14,105.7179,28.9685
Opt_Hybrid,8000,8000,20,4,10,2,0.023774,0.000000,0.00e+00,107.6817,0.0000
Opt_Hybrid,8000,8000,20,4,10,3,0.024706,0.000000,0.00e+00,103.6173,0.0000
Opt_Hybrid,8000,8000,20,4,10,4,0.024430,0.000000,0.00e+00,104.7896,0.0000
Opt_Hybrid,8000,8000,20,4,10,5,0.024070,0.000000,0.00e+00,106.3569,0.0000
Opt_Hybrid,8000,8000,20,8,5,1,0.049111,0.707293,1.07e-14,52.1267,14.4019
Opt_Hybrid,8000,8000,20,8,5,2,0.050245,0.000000,0.00e+00,50.9501,0.0000
Opt_Hybrid,8000,8000,20,8,5,3,0.049111,0.000000,0.00e+00,52.1267,0.0000
Opt_Hybrid,8000,8000,20,8,5,4,0.050174,0.000000,0.00e+00,51.0221,0.0000
Opt_Hybrid,8000,8000,20,8,5,5,0.049499,0.000000,0.00e+00,51.7185,0.0000
Serial,8000,8000,32,1,1,1,0.819288,0.996989,0.00e+00,4.9995,1.2169
Serial,8000,8000,32,1,1,2,0.818940,0.000000,0.00e+00,5.0016,0.0000
Serial,8000,8000,32,1,1,3,0.815435,0.000000,0.00e+00,5.0231,0.0000
Serial,8000,8000,32,1,1,4,0.816060,0.000000,0.00e+00,5.0192,0.0000
Serial,8000,8000,32,1,1,5,0.816062,0.000000,0.00e+00,5.0192,0.0000
Naive_SMP,8000,8000,32,1,40,1,0.843266,1.011261,0.00e+00,4.8573,1.1992
Naive_SMP,8000,8000,32,1,40,2,0.821412,0.000000,0.00e+00,4.9865,0.0000
Naive_SMP,8000,8000,32,1,40,3,0.847180,0.000000,0.00e+00,4.8349,0.0000
Naive_SMP,8000,8000,32,1,40,4,0.845856,0.000000,0.00e+00,4.8424,0.0000
Naive_SMP,8000,8000,32,1,40,5,0.827194,0.000000,0.00e+00,4.9517,0.0000
Naive_Hybrid,8000,8000,32,2,20,1,0.056610,0.991802,0.00e+00,72.3547,17.5199
Naive_Hybrid,8000,8000,32,2,20,2,0.056476,0.000000,0.00e+00,72.5262,0.0000
Naive_Hybrid,8000,8000,32,2,20,3,0.055811,0.000000,0.00e+00,73.3906,0.0000
Naive_Hybrid,8000,8000,32,2,20,4,0.056829,0.000000,0.00e+00,72.0756,0.0000
Naive_Hybrid,8000,8000,32,2,20,5,0.056558,0.000000,0.00e+00,72.4214,0.0000
Opt_SMP,8000,8000,32,1,40,1,0.624070,1.016740,0.00e+00,6.5634,1.6292
Opt_SMP,8000,8000,32,1,40,2,0.594132,0.000000,0.00e+00,6.8941,0.0000
Opt_SMP,8000,8000,32,1,40,3,0.577008,0.000000,0.00e+00,7.0987,0.0000
Opt_SMP,8000,8000,32,1,40,4,0.589811,0.000000,0.00e+00,6.9446,0.0000
Opt_SMP,8000,8000,32,1,40,5,0.586204,0.000000,0.00e+00,6.9873,0.0000
Opt_Hybrid,8000,8000,32,2,20,1,0.032001,0.983615,0.00e+00,127.9966,30.7372
Opt_Hybrid,8000,8000,32,2,20,2,0.033625,0.000000,0.00e+00,121.8134,0.0000
Opt_Hybrid,8000,8000,32,2,20,3,0.034115,0.000000,0.00e+00,120.0647,0.0000
Opt_Hybrid,8000,8000,32,2,20,4,0.032608,0.000000,0.00e+00,125.6118,0.0000
Opt_Hybrid,8000,8000,32,2,20,5,0.034124,0.000000,0.00e+00,120.0331,0.0000
Opt_Hybrid,8000,8000,32,4,10,1,0.042849,1.042956,1.34e-14,95.5916,24.3403
Opt_Hybrid,8000,8000,32,4,10,2,0.041695,0.000000,0.00e+00,98.2382,0.0000
Opt_Hybrid,8000,8000,32,4,10,3,0.042214,0.000000,0.00e+00,97.0297,0.0000
Opt_Hybrid,8000,8000,32,4,10,4,0.042593,0.000000,0.00e+00,96.1659,0.0000
Opt_Hybrid,8000,8000,32,4,10,5,0.041853,0.000000,0.00e+00,97.8657,0.0000
Opt_Hybrid,8000,8000,32,8,5,1,0.084398,1.075638,1.34e-14,48.5321,12.7449
Opt_Hybrid,8000,8000,32,8,5,2,0.083899,0.000000,0.00e+00,48.8205,0.0000
Opt_Hybrid,8000,8000,32,8,5,3,0.083885,0.000000,0.00e+00,48.8287,0.0000
Opt_Hybrid,8000,8000,32,8,5,4,0.084086,0.000000,0.00e+00,48.7123,0.0000
Opt_Hybrid,8000,8000,32,8,5,5,0.082725,0.000000,0.00e+00,49.5137,0.0000
Serial,8000,2000,3,1,1,1,0.035508,0.048032,0.00e+00,2.7037,1.3527
Serial,8000,2000,3,1,1,2,0.035391,0.000000,0.00e+00,2.7125,0.0000
Serial,8000,2000,3,1,1,3,0.035953,0.000000,0.00e+00,2.6701,0.0000
Serial,8000,2000,3,1,1,4,0.035228,0.000000,0.00e+00,2.7251,0.0000
Serial,8000,2000,3,1,1,5,0.035360,0.000000,0.00e+00,2.7149,0.0000
Naive_SMP,8000,2000,3,1,40,1,0.042767,0.047489,0.00e+00,2.2447,1.1104
Naive_SMP,8000,2000,3,1,40,2,0.042795,0.000000,0.00e+00,2.2433,0.0000
Naive_SMP,8000,2000,3,1,40,3,0.043798,0.000000,0.00e+00,2.1919,0.0000
Naive_SMP,8000,2000,3,1,40,4,0.044450,0.000000,0.00e+00,2.1597,0.0000
Naive_SMP,8000,2000,3,1,40,5,0.044149,0.000000,0.00e+00,2.1745,0.0000
Naive_Hybrid,8000,2000,3,2,20,1,0.002672,0.047762,0.00e+00,35.9227,17.8722
Naive_Hybrid,8000,2000,3,2,20,2,0.002706,0.000000,0.00e+00,35.4725,0.0000
Naive_Hybrid,8000,2000,3,2,20,3,0.002657,0.000000,0.00e+00,36.1363,0.0000
Naive_Hybrid,8000,2000,3,2,20,4,0.002644,0.000000,0.00e+00,36.3146,0.0000
Naive_Hybrid,8000,2000,3,2,20,5,0.002670,0.000000,0.00e+00,35.9518,0.0000
Opt_SMP,8000,2000,3,1,40,1,0.033594,0.047809,0.00e+00,2.8576,1.4231
Opt_SMP,8000,2000,3,1,40,2,0.034761,0.000000,0.00e+00,2.7617,0.0000
Opt_SMP,8000,2000,3,1,40,3,0.034745,0.000000,0.00e+00,2.7630,0.0000
Opt_SMP,8000,2000,3,1,40,4,0.034915,0.000000,0.00e+00,2.7496,0.0000
Opt_SMP,8000,2000,3,1,40,5,0.034590,0.000000,0.00e+00,2.7753,0.0000
Opt_Hybrid,8000,2000,3,2,20,1,0.002037,0.048033,0.00e+00,47.1271,23.5798
Opt_Hybrid,8000,2000,3,2,20,2,0.002033,0.000000,0.00e+00,47.2127,0.0000
Opt_Hybrid,8000,2000,3,2,20,3,0.002040,0.000000,0.00e+00,47.0537,0.0000
