Mode,M,N,k,MPI_Ranks,OMP_Threads,Run,ParallelTime,SequentialTime,RelativeError,GFLOPS,SpeedUp
Opt_Hybrid,8000,2000,3,2,20,4,0.002022,0.000000,0.00e+00,47.4712,0.0000
Opt_Hybrid,8000,2000,3,2,20,5,0.002048,0.000000,0.00e+00,46.8802,0.0000
Opt_Hybrid,8000,2000,3,4,10,1,0.002165,0.049458,4.14e-15,44.3481,22.8475
Opt_Hybrid,8000,2000,3,4,10,2,0.002030,0.000000,0.00e+00,47.3009,0.0000
Opt_Hybrid,8000,2000,3,4,10,3,0.002033,0.000000,0.00e+00,47.2250,0.0000
Opt_Hybrid,8000,2000,3,4,10,4,0.002030,0.000000,0.00e+00,47.2992,0.0000
Opt_Hybrid,8000,2000,3,4,10,5,0.002032,0.000000,0.00e+00,47.2513,0.0000
Opt_Hybrid,8000,2000,3,8,5,1,0.011469,0.053130,4.14e-15,8.3706,4.6326
Opt_Hybrid,8000,2000,3,8,5,2,0.008490,0.000000,0.00e+00,11.3070,0.0000
Opt_Hybrid,8000,2000,3,8,5,3,0.007999,0.000000,0.00e+00,12.0010,0.0000
Opt_Hybrid,8000,2000,3,8,5,4,0.008511,0.000000,0.00e+00,11.2791,0.0000
Opt_Hybrid,8000,2000,3,8,5,5,0.009042,0.000000,0.00e+00,10.6169,0.0000
Serial,8000,2000,6,1,1,1,0.048157,0.063315,0.00e+00,3.9869,1.3147
Serial,8000,2000,6,1,1,2,0.047892,0.000000,0.00e+00,4.0090,0.0000
Serial,8000,2000,6,1,1,3,0.047085,0.000000,0.00e+00,4.0778,0.0000
Serial,8000,2000,6,1,1,4,0.047230,0.000000,0.00e+00,4.0652,0.0000
Serial,8000,2000,6,1,1,5,0.047282,0.000000,0.00e+00,4.0607,0.0000
Naive_SMP,8000,2000,6,1,40,1,0.060502,0.062670,0.00e+00,3.1735,1.0358
Naive_SMP,8000,2000,6,1,40,2,0.061016,0.000000,0.00e+00,3.1467,0.0000
Naive_SMP,8000,2000,6,1,40,3,0.060967,0.000000,0.00e+00,3.1492,0.0000
Naive_SMP,8000,2000,6,1,40,4,0.060490,0.000000,0.00e+00,3.1741,0.0000
Naive_SMP,8000,2000,6,1,40,5,0.060543,0.000000,0.00e+00,3.1713,0.0000
Naive_Hybrid,8000,2000,6,2,20,1,0.003842,0.065042,0.00e+00,49.9690,16.9275
Naive_Hybrid,8000,2000,6,2,20,2,0.003844,0.000000,0.00e+00,49.9496,0.0000
Naive_Hybrid,8000,2000,6,2,20,3,0.003870,0.000000,0.00e+00,49.6099,0.0000
Naive_Hybrid,8000,2000,6,2,20,4,0.003843,0.000000,0.00e+00,49.9621,0.0000
Naive_Hybrid,8000,2000,6,2,20,5,0.003824,0.000000,0.00e+00,50.2073,0.0000
Opt_SMP,8000,2000,6,1,40,1,0.043011,0.062570,0.00e+00,4.4640,1.4547
Opt_SMP,8000,2000,6,1,40,2,0.044816,0.000000,0.00e+00,4.2842,0.0000
Opt_SMP,8000,2000,6,1,40,3,0.044122,0.000000,0.00e+00,4.3516,0.0000
Opt_SMP,8000,2000,6,1,40,4,0.044301,0.000000,0.00e+00,4.3340,0.0000
Opt_SMP,8000,2000,6,1,40,5,0.044388,0.000000,0.00e+00,4.3255,0.0000
Opt_Hybrid,8000,2000,6,2,20,1,0.002836,0.062497,0.00e+00,67.7009,22.0371
Opt_Hybrid,8000,2000,6,2,20,2,0.002854,0.000000,0.00e+00,67.2729,0.0000
Opt_Hybrid,8000,2000,6,2,20,3,0.002859,0.000000,0.00e+00,67.1667,0.0000
Opt_Hybrid,8000,2000,6,2,20,4,0.002837,0.000000,0.00e+00,67.6851,0.0000
Opt_Hybrid,8000,2000,6,2,20,5,0.002834,0.000000,0.00e+00,67.7587,0.0000
Opt_Hybrid,8000,2000,6,4,10,1,0.002833,0.064735,2.95e-15,67.7683,22.8488
Opt_Hybrid,8000,2000,6,4,10,2,0.002827,0.000000,0.00e+00,67.9131,0.0000
Opt_Hybrid,8000,2000,6,4,10,3,0.002852,0.000000,0.00e+00,67.3118,0.0000
Opt_Hybrid,8000,2000,6,4,10,4,0.002919,0.000000,0.00e+00,65.7835,0.0000
Opt_Hybrid,8000,2000,6,4,10,5,0.002874,0.000000,0.00e+00,66.7948,0.0000
Opt_Hybrid,8000,2000,6,8,5,1,0.009799,0.068410,2.95e-15,19.5943,6.9815
Opt_Hybrid,8000,2000,6,8,5,2,0.011132,0.000000,0.00e+00,17.2472,0.0000
Opt_Hybrid,8000,2000,6,8,5,3,0.009899,0.000000,0.00e+00,19.3960,0.0000
Opt_Hybrid,8000,2000,6,8,5,4,0.009525,0.000000,0.00e+00,20.1580,0.0000
Opt_Hybrid,8000,2000,6,8,5,5,0.007426,0.000000,0.00e+00,25.8542,0.0000
Serial,8000,2000,8,1,1,1,0.044585,0.075981,0.00e+00,5.7419,1.7042
Serial,8000,2000,8,1,1,2,0.043982,0.000000,0.00e+00,5.8205,0.0000
Serial,8000,2000,8,1,1,3,0.043976,0.000000,0.00e+00,5.8214,0.0000
Serial,8000,2000,8,1,1,4,0.043412,0.000000,0.00e+00,5.8970,0.0000
Serial,8000,2000,8,1,1,5,0.043693,0.000000,0.00e+00,5.8591,0.0000
Naive_SMP,8000,2000,8,1,40,1,0.068337,0.074815,0.00e+00,3.7461,1.0948
Naive_SMP,8000,2000,8,1,40,2,0.068284,0.000000,0.00e+00,3.7491,0.0000
Naive_SMP,8000,2000,8,1,40,3,0.071458,0.000000,0.00e+00,3.5825,0.0000
Naive_SMP,8000,2000,8,1,40,4,0.070688,0.000000,0.00e+00,3.6215,0.0000
Naive_SMP,8000,2000,8,1,40,5,0.070168,0.000000,0.00e+00,3.6484,0.0000
Naive_Hybrid,8000,2000,8,2,20,1,0.004482,0.075301,0.00e+00,57.1190,16.8013
Naive_Hybrid,8000,2000,8,2,20,2,0.004487,0.000000,0.00e+00,57.0594,0.0000
Naive_Hybrid,8000,2000,8,2,20,3,0.004471,0.000000,0.00e+00,57.2550,0.0000
Naive_Hybrid,8000,2000,8,2,20,4,0.004477,0.000000,0.00e+00,57.1787,0.0000
Naive_Hybrid,8000,2000,8,2,20,5,0.004490,0.000000,0.00e+00,57.0215,0.0000
Opt_SMP,8000,2000,8,1,40,1,0.035457,0.074848,0.00e+00,7.2200,2.1109
Opt_SMP,8000,2000,8,1,40,2,0.036893,0.000000,0.00e+00,6.9390,0.0000
Opt_SMP,8000,2000,8,1,40,3,0.037046,0.000000,0.00e+00,6.9104,0.0000
Opt_SMP,8000,2000,8,1,40,4,0.036548,0.000000,0.00e+00,7.0046,0.0000
Opt_SMP,8000,2000,8,1,40,5,0.036734,0.000000,0.00e+00,6.9690,0.0000
Opt_Hybrid,8000,2000,8,2,20,1,0.002348,0.076944,0.00e+00,109.0352,32.7721
Opt_Hybrid,8000,2000,8,2,20,2,0.002365,0.000000,0.00e+00,108.2302,0.0000
Opt_Hybrid,8000,2000,8,2,20,3,0.002526,0.000000,0.00e+00,101.3328,0.0000
Opt_Hybrid,8000,2000,8,2,20,4,0.002344,0.000000,0.00e+00,109.2356,0.0000
Opt_Hybrid,8000,2000,8,2,20,5,0.002347,0.000000,0.00e+00,109.0536,0.0000
Opt_Hybrid,8000,2000,8,4,10,1,0.002352,0.076958,3.35e-15,108.8502,32.7221
Opt_Hybrid,8000,2000,8,4,10,2,0.002364,0.000000,0.00e+00,108.3076,0.0000
Opt_Hybrid,8000,2000,8,4,10,3,0.002397,0.000000,0.00e+00,106.7915,0.0000
Opt_Hybrid,8000,2000,8,4,10,4,0.002374,0.000000,0.00e+00,107.8218,0.0000
Opt_Hybrid,8000,2000,8,4,10,5,0.002356,0.000000,0.00e+00,108.6475,0.0000
Opt_Hybrid,8000,2000,8,8,5,1,0.011199,0.083531,3.35e-15,22.8597,7.4590
Opt_Hybrid,8000,2000,8,8,5,2,0.008229,0.000000,0.00e+00,31.1098,0.0000
Opt_Hybrid,8000,2000,8,8,5,3,0.007938,0.000000,0.00e+00,32.2481,0.0000
Opt_Hybrid,8000,2000,8,8,5,4,0.012608,0.000000,0.00e+00,20.3044,0.0000
Opt_Hybrid,8000,2000,8,8,5,5,0.008248,0.000000,0.00e+00,31.0383,0.0000
Serial,8000,2000,20,1,1,1,0.076598,0.159636,0.00e+00,8.3553,2.0841
Serial,8000,2000,20,1,1,2,0.077436,0.000000,0.00e+00,8.2649,0.0000
Serial,8000,2000,20,1,1,3,0.078269,0.000000,0.00e+00,8.1770,0.0000
Serial,8000,2000,20,1,1,4,0.076835,0.000000,0.00e+00,8.3295,0.0000
Serial,8000,2000,20,1,1,5,0.077498,0.000000,0.00e+00,8.2583,0.0000
Naive_SMP,8000,2000,20,1,40,1,0.135724,0.159780,0.00e+00,4.7155,1.1772
Naive_SMP,8000,2000,20,1,40,2,0.134759,0.000000,0.00e+00,4.7492,0.0000
Naive_SMP,8000,2000,20,1,40,3,0.135836,0.000000,0.00e+00,4.7116,0.0000
Naive_SMP,8000,2000,20,1,40,4,0.140412,0.000000,0.00e+00,4.5580,0.0000
Naive_SMP,8000,2000,20,1,40,5,0.139458,0.000000,0.00e+00,4.5892,0.0000
Naive_Hybrid,8000,2000,20,2,20,1,0.008877,0.162370,0.00e+00,72.0967,18.2912
Naive_Hybrid,8000,2000,20,2,20,2,0.008864,0.000000,0.00e+00,72.1987,0.0000
Naive_Hybrid,8000,2000,20,2,20,3,0.008823,0.000000,0.00e+00,72.5341,0.0000
Naive_Hybrid,8000,2000,20,2,20,4,0.008829,0.000000,0.00e+00,72.4888,0.0000
Naive_Hybrid,8000,2000,20,2,20,5,0.010367,0.000000,0.00e+00,61.7370,0.0000
Opt_SMP,8000,2000,20,1,40,1,0.071791,0.162646,0.00e+00,8.9148,2.2655
Opt_SMP,8000,2000,20,1,40,2,0.074635,0.000000,0.00e+00,8.5751,0.0000
Opt_SMP,8000,2000,20,1,40,3,0.074822,0.000000,0.00e+00,8.5537,0.0000
Opt_SMP,8000,2000,20,1,40,4,0.074590,0.000000,0.00e+00,8.5802,0.0000
Opt_SMP,8000,2000,20,1,40,5,0.075188,0.000000,0.00e+00,8.5120,0.0000
Opt_Hybrid,8000,2000,20,2,20,1,0.004784,0.165241,0.00e+00,133.7916,34.5436
Opt_Hybrid,8000,2000,20,2,20,2,0.004789,0.000000,0.00e+00,133.6328,0.0000
Opt_Hybrid,8000,2000,20,2,20,3,0.004824,0.000000,0.00e+00,132.6730,0.0000
Opt_Hybrid,8000,2000,20,2,20,4,0.004780,0.000000,0.00e+00,133.8998,0.0000
Opt_Hybrid,8000,2000,20,2,20,5,0.004783,0.000000,0.00e+00,133.7978,0.0000
Opt_Hybrid,8000,2000,20,4,10,1,0.004768,0.163195,3.19e-15,134.2304,34.2277
Opt_Hybrid,8000,2000,20,4,10,2,0.004791,0.000000,0.00e+00,133.5818,0.0000
Opt_Hybrid,8000,2000,20,4,10,3,0.004794,0.000000,0.00e+00,133.5054,0.0000
Opt_Hybrid,8000,2000,20,4,10,4,0.004783,0.000000,0.00e+00,133.7951,0.0000
Opt_Hybrid,8000,2000,20,4,10,5,0.004852,0.000000,0.00e+00,131.8979,0.0000
Opt_Hybrid,8000,2000,20,8,5,1,0.014498,0.174957,3.19e-15,44.1429,12.0674
Opt_Hybrid,8000,2000,20,8,5,2,0.017077,0.000000,0.00e+00,37.4770,0.0000
Opt_Hybrid,8000,2000,20,8,5,3,0.014699,0.000000,0.00e+00,43.5412,0.0000
Opt_Hybrid,8000,2000,20,8,5,4,0.017899,0.000000,0.00e+00,35.7567,0.0000
Opt_Hybrid,8000,2000,20,8,5,5,0.015210,0.000000,0.00e+00,42.0764,0.0000
Serial,8000,2000,32,1,1,1,0.113752,0.241852,0.00e+00,9.0020,2.1261
Serial,8000,2000,32,1,1,2,0.114731,0.000000,0.00e+00,8.9253,0.0000
Serial,8000,2000,32,1,1,3,0.113579,0.000000,0.00e+00,9.0157,0.0000
Serial,8000,2000,32,1,1,4,0.116189,0.000000,0.00e+00,8.8132,0.0000
Serial,8000,2000,32,1,1,5,0.113537,0.000000,0.00e+00,9.0191,0.0000
Naive_SMP,8000,2000,32,1,40,1,0.201892,0.238793,0.00e+00,5.0720,1.1828
Naive_SMP,8000,2000,32,1,40,2,0.201501,0.000000,0.00e+00,5.0819,0.0000
Naive_SMP,8000,2000,32,1,40,3,0.202221,0.000000,0.00e+00,5.0638,0.0000
Naive_SMP,8000,2000,32,1,40,4,0.205899,0.000000,0.00e+00,4.9733,0.0000
Naive_SMP,8000,2000,32,1,40,5,0.207445,0.000000,0.00e+00,4.9363,0.0000
Naive_Hybrid,8000,2000,32,2,20,1,0.013402,0.240391,0.00e+00,76.4041,17.9364
Naive_Hybrid,8000,2000,32,2,20,2,0.013941,0.000000,0.00e+00,73.4545,0.0000
Naive_Hybrid,8000,2000,32,2,20,3,0.013567,0.000000,0.00e+00,75.4757,0.0000
Naive_Hybrid,8000,2000,32,2,20,4,0.013737,0.000000,0.00e+00,74.5437,0.0000
Naive_Hybrid,8000,2000,32,2,20,5,0.013603,0.000000,0.00e+00,75.2755,0.0000
Opt_SMP,8000,2000,32,1,40,1,0.114649,0.243333,0.00e+00,8.9316,2.1224
Opt_SMP,8000,2000,32,1,40,2,0.116571,0.000000,0.00e+00,8.7843,0.0000
Opt_SMP,8000,2000,32,1,40,3,0.116731,0.000000,0.00e+00,8.7723,0.0000
Opt_SMP,8000,2000,32,1,40,4,0.115436,0.000000,0.00e+00,8.8707,0.0000
Opt_SMP,8000,2000,32,1,40,5,0.115653,0.000000,0.00e+00,8.8540,0.0000
Opt_Hybrid,8000,2000,32,2,20,1,0.007333,0.244358,0.00e+00,139.6392,33.3222
Opt_Hybrid,8000,2000,32,2,20,2,0.007334,0.000000,0.00e+00,139.6306,0.0000
Opt_Hybrid,8000,2000,32,2,20,3,0.007370,0.000000,0.00e+00,138.9366,0.0000
Opt_Hybrid,8000,2000,32,2,20,4,0.007380,0.000000,0.00e+00,138.7590,0.0000
Opt_Hybrid,8000,2000,32,2,20,5,0.007397,0.000000,0.00e+00,138.4359,0.0000
Opt_Hybrid,8000,2000,32,4,10,1,0.007354,0.244030,2.49e-15,139.2478,33.1842
Opt_Hybrid,8000,2000,32,4,10,2,0.007373,0.000000,0.00e+00,138.8795,0.0000
Opt_Hybrid,8000,2000,32,4,10,3,0.007435,0.000000,0.00e+00,137.7333,0.0000
Opt_Hybrid,8000,2000,32,4,10,4,0.007391,0.000000,0.00e+00,138.5531,0.0000
Opt_Hybrid,8000,2000,32,4,10,5,0.007416,0.000000,0.00e+00,138.0778,0.0000
Opt_Hybrid,8000,2000,32,8,5,1,0.019168,0.260216,2.49e-15,53.4221,13.5755
Opt_Hybrid,8000,2000,32,8,5,2,0.020736,0.000000,0.00e+00,49.3821,0.0000
Opt_Hybrid,8000,2000,32,8,5,3,0.018598,0.000000,0.00e+00,55.0597,0.0000
Opt_Hybrid,8000,2000,32,8,5,4,0.018199,0.000000,0.00e+00,56.2654,0.0000
Opt_Hybrid,8000,2000,32,8,5,5,0.022640,0.000000,0.00e+00,45.2291,0.0000
Serial,2000,8000,3,1,1,1,0.035203,0.048972,0.00e+00,2.7270,1.3911
Serial,2000,8000,3,1,1,2,0.035111,0.000000,0.00e+00,2.7342,0.0000
Serial,2000,8000,3,1,1,3,0.035151,0.000000,0.00e+00,2.7311,0.0000
Serial,2000,8000,3,1,1,4,0.035310,0.000000,0.00e+00,2.7188,0.0000
Serial,2000,8000,3,1,1,5,0.035204,0.000000,0.00e+00,2.7270,0.0000
Naive_SMP,2000,8000,3,1,40,1,0.042959,0.047686,0.00e+00,2.2347,1.1100
Naive_SMP,2000,8000,3,1,40,2,0.042807,0.000000,0.00e+00,2.2426,0.0000
Naive_SMP,2000,8000,3,1,40,3,0.042760,0.000000,0.00e+00,2.2451,0.0000
Naive_SMP,2000,8000,3,1,40,4,0.042607,0.000000,0.00e+00,2.2531,0.0000
Naive_SMP,2000,8000,3,1,40,5,0.043073,0.000000,0.00e+00,2.2288,0.0000
Naive_Hybrid,2000,8000,3,2,20,1,0.002669,0.047540,0.00e+00,35.9695,17.8123
Naive_Hybrid,2000,8000,3,2,20,2,0.002651,0.000000,0.00e+00,36.2092,0.0000
Naive_Hybrid,2000,8000,3,2,20,3,0.002685,0.000000,0.00e+00,35.7593,0.0000
Naive_Hybrid,2000,8000,3,2,20,4,0.002721,0.000000,0.00e+00,35.2806,0.0000
Naive_Hybrid,2000,8000,3,2,20,5,0.002681,0.000000,0.00e+00,35.8116,0.0000
Opt_SMP,2000,8000,3,1,40,1,0.033800,0.049260,0.00e+00,2.8403,1.4574
Opt_SMP,2000,8000,3,1,40,2,0.033957,0.000000,0.00e+00,2.8271,0.0000
Opt_SMP,2000,8000,3,1,40,3,0.033708,0.000000,0.00e+00,2.8480,0.0000
Opt_SMP,2000,8000,3,1,40,4,0.033718,0.000000,0.00e+00,2.8471,0.0000
Opt_SMP,2000,8000,3,1,40,5,0.035049,0.000000,0.00e+00,2.7390,0.0000
Opt_Hybrid,2000,8000,3,2,20,1,0.002171,0.049911,0.00e+00,44.2280,22.9943
Opt_Hybrid,2000,8000,3,2,20,2,0.002159,0.000000,0.00e+00,44.4682,0.0000
Opt_Hybrid,2000,8000,3,2,20,3,0.002160,0.000000,0.00e+00,44.4382,0.0000
Opt_Hybrid,2000,8000,3,2,20,4,0.002181,0.000000,0.00e+00,44.0082,0.0000
Opt_Hybrid,2000,8000,3,2,20,5,0.002175,0.000000,0.00e+00,44.1463,0.0000
Opt_Hybrid,2000,8000,3,4,10,1,0.002042,0.048504,9.72e-15,47.0242,23.7591
Opt_Hybrid,2000,8000,3,4,10,2,0.002031,0.000000,0.00e+00,47.2778,0.0000
Opt_Hybrid,2000,8000,3,4,10,3,0.002028,0.000000,0.00e+00,47.3382,0.0000
Opt_Hybrid,2000,8000,3,4,10,4,0.002039,0.000000,0.00e+00,47.0876,0.0000
Opt_Hybrid,2000,8000,3,4,10,5,0.002078,0.000000,0.00e+00,46.1998,0.0000
Opt_Hybrid,2000,8000,3,8,5,1,0.010693,0.052863,9.72e-15,8.9779,4.9437
Opt_Hybrid,2000,8000,3,8,5,2,0.008961,0.000000,0.00e+00,10.7130,0.0000
Opt_Hybrid,2000,8000,3,8,5,3,0.007198,0.000000,0.00e+00,13.3370,0.0000
Opt_Hybrid,2000,8000,3,8,5,4,0.006797,0.000000,0.00e+00,14.1245,0.0000
Opt_Hybrid,2000,8000,3,8,5,5,0.008246,0.000000,0.00e+00,11.6419,0.0000
Serial,2000,8000,6,1,1,1,0.046685,0.062605,0.00e+00,4.1127,1.3410
Serial,2000,8000,6,1,1,2,0.046621,0.000000,0.00e+00,4.1183,0.0000
Serial,2000,8000,6,1,1,3,0.046630,0.000000,0.00e+00,4.1175,0.0000
Serial,2000,8000,6,1,1,4,0.047021,0.000000,0.00e+00,4.0833,0.0000
Serial,2000,8000,6,1,1,5,0.047254,0.000000,0.00e+00,4.0631,0.0000
Naive_SMP,2000,8000,6,1,40,1,0.058429,0.063396,0.00e+00,3.2860,1.0850
Naive_SMP,2000,8000,6,1,40,2,0.058567,0.000000,0.00e+00,3.2783,0.0000
Naive_SMP,2000,8000,6,1,40,3,0.058546,0.000000,0.00e+00,3.2795,0.0000
Naive_SMP,2000,8000,6,1,40,4,0.060978,0.000000,0.00e+00,3.1487,0.0000
Naive_SMP,2000,8000,6,1,40,5,0.060500,0.000000,0.00e+00,3.1736,0.0000
Naive_Hybrid,2000,8000,6,2,20,1,0.003909,0.061946,0.00e+00,49.1181,15.8473
Naive_Hybrid,2000,8000,6,2,20,2,0.003905,0.000000,0.00e+00,49.1703,0.0000
Naive_Hybrid,2000,8000,6,2,20,3,0.003938,0.000000,0.00e+00,48.7543,0.0000
Naive_Hybrid,2000,8000,6,2,20,4,0.003917,0.000000,0.00e+00,49.0118,0.0000
Naive_Hybrid,2000,8000,6,2,20,5,0.003897,0.000000,0.00e+00,49.2634,0.0000
Opt_SMP,2000,8000,6,1,40,1,0.043120,0.062099,0.00e+00,4.4527,1.4401
Opt_SMP,2000,8000,6,1,40,2,0.043183,0.000000,0.00e+00,4.4462,0.0000
Opt_SMP,2000,8000,6,1,40,3,0.044396,0.000000,0.00e+00,4.3247,0.0000
Opt_SMP,2000,8000,6,1,40,4,0.044734,0.000000,0.00e+00,4.2920,0.0000
Opt_SMP,2000,8000,6,1,40,5,0.045365,0.000000,0.00e+00,4.2324,0.0000
Opt_Hybrid,2000,8000,6,2,20,1,0.003012,0.062840,0.00e+00,63.7486,20.8643
Opt_Hybrid,2000,8000,6,2,20,2,0.002997,0.000000,0.00e+00,64.0678,0.0000
Opt_Hybrid,2000,8000,6,2,20,3,0.002947,0.000000,0.00e+00,65.1568,0.0000
Opt_Hybrid,2000,8000,6,2,20,4,0.002949,0.000000,0.00e+00,65.1043,0.0000
Opt_Hybrid,2000,8000,6,2,20,5,0.002963,0.000000,0.00e+00,64.7924,0.0000
Opt_Hybrid,2000,8000,6,4,10,1,0.002864,0.067583,1.29e-14,67.0413,23.5980
Opt_Hybrid,2000,8000,6,4,10,2,0.002927,0.000000,0.00e+00,65.5859,0.0000
Opt_Hybrid,2000,8000,6,4,10,3,0.002962,0.000000,0.00e+00,64.8153,0.0000
Opt_Hybrid,2000,8000,6,4,10,4,0.002943,0.000000,0.00e+00,65.2480,0.0000
Opt_Hybrid,2000,8000,6,4,10,5,0.002954,0.000000,0.00e+00,65.0042,0.0000
Opt_Hybrid,2000,8000,6,8,5,1,0.010996,0.070223,1.29e-14,17.4608,6.3862
Opt_Hybrid,2000,8000,6,8,5,2,0.007721,0.000000,0.00e+00,24.8676,0.0000
Opt_Hybrid,2000,8000,6,8,5,3,0.012844,0.000000,0.00e+00,14.9489,0.0000
Opt_Hybrid,2000,8000,6,8,5,4,0.009954,0.000000,0.00e+00,19.2882,0.0000
Opt_Hybrid,2000,8000,6,8,5,5,0.010346,0.000000,0.00e+00,18.5583,0.0000
Serial,2000,8000,8,1,1,1,0.043293,0.075732,0.00e+00,5.9132,1.7493
Serial,2000,8000,8,1,1,2,0.044104,0.000000,0.00e+00,5.8045,0.0000
Serial,2000,8000,8,1,1,3,0.044348,0.000000,0.00e+00,5.7726,0.0000
Serial,2000,8000,8,1,1,4,0.043680,0.000000,0.00e+00,5.8608,0.0000
Serial,2000,8000,8,1,1,5,0.043869,0.000000,0.00e+00,5.8356,0.0000
Naive_SMP,2000,8000,8,1,40,1,0.070765,0.075227,0.00e+00,3.6176,1.0630
Naive_SMP,2000,8000,8,1,40,2,0.069799,0.000000,0.00e+00,3.6677,0.0000
Naive_SMP,2000,8000,8,1,40,3,0.068809,0.000000,0.00e+00,3.7205,0.0000
Naive_SMP,2000,8000,8,1,40,4,0.068085,0.000000,0.00e+00,3.7600,0.0000
Naive_SMP,2000,8000,8,1,40,5,0.068844,0.000000,0.00e+00,3.7185,0.0000
Naive_Hybrid,2000,8000,8,2,20,1,0.004557,0.075445,0.00e+00,56.1766,16.5556
Naive_Hybrid,2000,8000,8,2,20,2,0.004621,0.000000,0.00e+00,55.3940,0.0000
Naive_Hybrid,2000,8000,8,2,20,3,0.004581,0.000000,0.00e+00,55.8859,0.0000
Naive_Hybrid,2000,8000,8,2,20,4,0.004573,0.000000,0.00e+00,55.9780,0.0000
Naive_Hybrid,2000,8000,8,2,20,5,0.004604,0.000000,0.00e+00,55.6022,0.0000
Opt_SMP,2000,8000,8,1,40,1,0.035969,0.075342,0.00e+00,7.1172,2.0946
Opt_SMP,2000,8000,8,1,40,2,0.035863,0.000000,0.00e+00,7.1383,0.0000
Opt_SMP,2000,8000,8,1,40,3,0.035622,0.000000,0.00e+00,7.1867,0.0000
Opt_SMP,2000,8000,8,1,40,4,0.035471,0.000000,0.00e+00,7.2171,0.0000
Opt_SMP,2000,8000,8,1,40,5,0.035723,0.000000,0.00e+00,7.1663,0.0000
Opt_Hybrid,2000,8000,8,2,20,1,0.002511,0.078246,0.00e+00,101.9319,31.1554
Opt_Hybrid,2000,8000,8,2,20,2,0.002588,0.000000,0.00e+00,98.9158,0.0000
Opt_Hybrid,2000,8000,8,2,20,3,0.002584,0.000000,0.00e+00,99.0718,0.0000
Opt_Hybrid,2000,8000,8,2,20,4,0.002519,0.000000,0.00e+00,101.6449,0.0000
Opt_Hybrid,2000,8000,8,2,20,5,0.002495,0.000000,0.00e+00,102.6056,0.0000
Opt_Hybrid,2000,8000,8,4,10,1,0.002506,0.079321,1.29e-14,102.1582,31.6534
Opt_Hybrid,2000,8000,8,4,10,2,0.002423,0.000000,0.00e+00,105.6529,0.0000
Opt_Hybrid,2000,8000,8,4,10,3,0.002432,0.000000,0.00e+00,105.2700,0.0000
Opt_Hybrid,2000,8000,8,4,10,4,0.002427,0.000000,0.00e+00,105.4883,0.0000
Opt_Hybrid,2000,8000,8,4,10,5,0.002441,0.000000,0.00e+00,104.8931,0.0000
Opt_Hybrid,2000,8000,8,8,5,1,0.008442,0.084194,1.29e-14,30.3244,9.9731
Opt_Hybrid,2000,8000,8,8,5,2,0.008298,0.000000,0.00e+00,30.8524,0.0000
Opt_Hybrid,2000,8000,8,8,5,3,0.008399,0.000000,0.00e+00,30.4790,0.0000
Opt_Hybrid,2000,8000,8,8,5,4,0.008759,0.000000,0.00e+00,29.2265,0.0000
Opt_Hybrid,2000,8000,8,8,5,5,0.009605,0.000000,0.00e+00,26.6521,0.0000
Serial,2000,8000,20,1,1,1,0.114251,0.164216,0.00e+00,5.6017,1.4373
Serial,2000,8000,20,1,1,2,0.116829,0.000000,0.00e+00,5.4781,0.0000
Serial,2000,8000,20,1,1,3,0.115813,0.000000,0.00e+00,5.5261,0.0000
Serial,2000,8000,20,1,1,4,0.116029,0.000000,0.00e+00,5.5159,0.0000
Serial,2000,8000,20,1,1,5,0.115129,0.000000,0.00e+00,5.5590,0.0000
Naive_SMP,2000,8000,20,1,40,1,0.140520,0.163410,0.00e+00,4.5545,1.1629
Naive_SMP,2000,8000,20,1,40,2,0.140938,0.000000,0.00e+00,4.5410,0.0000
Naive_SMP,2000,8000,20,1,40,3,0.136926,0.000000,0.00e+00,4.6741,0.0000
Naive_SMP,2000,8000,20,1,40,4,0.135636,0.000000,0.00e+00,4.7185,0.0000
Naive_SMP,2000,8000,20,1,40,5,0.134845,0.000000,0.00e+00,4.7462,0.0000
Naive_Hybrid,2000,8000,20,2,20,1,0.008805,0.165664,0.00e+00,72.6873,18.8151
Naive_Hybrid,2000,8000,20,2,20,2,0.008858,0.000000,0.00e+00,72.2546,0.0000
Naive_Hybrid,2000,8000,20,2,20,3,0.008850,0.000000,0.00e+00,72.3154,0.0000
Naive_Hybrid,2000,8000,20,2,20,4,0.008861,0.000000,0.00e+00,72.2305,0.0000
Naive_Hybrid,2000,8000,20,2,20,5,0.008791,0.000000,0.00e+00,72.8050,0.0000
Opt_SMP,2000,8000,20,1,40,1,0.083816,0.165537,0.00e+00,7.6358,1.9750
Opt_SMP,2000,8000,20,1,40,2,0.083398,0.000000,0.00e+00,7.6740,0.0000
Opt_SMP,2000,8000,20,1,40,3,0.082720,0.000000,0.00e+00,7.7370,0.0000
Opt_SMP,2000,8000,20,1,40,4,0.080969,0.000000,0.00e+00,7.9042,0.0000
Opt_SMP,2000,8000,20,1,40,5,0.081165,0.000000,0.00e+00,7.8852,0.0000
Opt_Hybrid,2000,8000,20,2,20,1,0.004997,0.163866,0.00e+00,128.0644,32.7897
Opt_Hybrid,2000,8000,20,2,20,2,0.005029,0.000000,0.00e+00,127.2635,0.0000
Opt_Hybrid,2000,8000,20,2,20,3,0.004954,0.000000,0.00e+00,129.1920,0.0000
Opt_Hybrid,2000,8000,20,2,20,4,0.005066,0.000000,0.00e+00,126.3386,0.0000
